ref_date,region,annual_percent_increase
"1952-10-01 00:00:00",Canada,3.07
"1953-01-01 00:00:00",Canada,2.84
"1953-04-01 00:00:00",Canada,2.69
"1953-07-01 00:00:00",Canada,2.69
"1953-10-01 00:00:00",Canada,2.76
"1954-01-01 00:00:00",Canada,2.88
"1954-04-01 00:00:00",Canada,2.95
"1954-07-01 00:00:00",Canada,2.98
"1954-10-01 00:00:00",Canada,2.95
"1955-01-01 00:00:00",Canada,2.85
"1955-04-01 00:00:00",Canada,2.77
"1955-07-01 00:00:00",Canada,2.65
"1955-10-01 00:00:00",Canada,2.53
"1956-01-01 00:00:00",Canada,2.47
"1956-04-01 00:00:00",Canada,2.46
"1956-07-01 00:00:00",Canada,2.46
"1956-10-01 00:00:00",Canada,2.53
"1957-01-01 00:00:00",Canada,2.72
"1957-04-01 00:00:00",Canada,2.97
"1957-07-01 00:00:00",Canada,3.44
"1957-10-01 00:00:00",Canada,3.54
"1958-01-01 00:00:00",Canada,3.39
"1958-04-01 00:00:00",Canada,3.14
"1958-07-01 00:00:00",Canada,2.66
"1958-10-01 00:00:00",Canada,2.47
"1959-01-01 00:00:00",Canada,2.43
"1959-04-01 00:00:00",Canada,2.41
"1959-07-01 00:00:00",Canada,2.35
"1959-10-01 00:00:00",Canada,2.32
"1960-01-01 00:00:00",Canada,2.26
"1960-04-01 00:00:00",Canada,2.22
"1960-07-01 00:00:00",Canada,2.21
"1960-10-01 00:00:00",Canada,2.18
"1961-01-01 00:00:00",Canada,2.16
"1961-04-01 00:00:00",Canada,2.13
"1961-07-01 00:00:00",Canada,2.02
"1961-10-01 00:00:00",Canada,1.97
"1962-01-01 00:00:00",Canada,1.93
"1962-04-01 00:00:00",Canada,1.91
"1962-07-01 00:00:00",Canada,1.88
"1962-10-01 00:00:00",Canada,1.88
"1963-01-01 00:00:00",Canada,1.87
"1963-04-01 00:00:00",Canada,1.86
"1963-07-01 00:00:00",Canada,1.88
"1963-10-01 00:00:00",Canada,1.89
"1964-01-01 00:00:00",Canada,1.89
"1964-04-01 00:00:00",Canada,1.90
"1964-07-01 00:00:00",Canada,1.90
"1964-10-01 00:00:00",Canada,1.88
"1965-01-01 00:00:00",Canada,1.88
"1965-04-01 00:00:00",Canada,1.85
"1965-07-01 00:00:00",Canada,1.83
"1965-10-01 00:00:00",Canada,1.84
"1966-01-01 00:00:00",Canada,1.83
"1966-04-01 00:00:00",Canada,1.84
"1966-07-01 00:00:00",Canada,1.88
"1966-10-01 00:00:00",Canada,1.87
"1967-01-01 00:00:00",Canada,1.87
"1967-04-01 00:00:00",Canada,1.84
"1967-07-01 00:00:00",Canada,1.82
"1967-10-01 00:00:00",Canada,1.80
"1968-01-01 00:00:00",Canada,1.75
"1968-04-01 00:00:00",Canada,1.66
"1968-07-01 00:00:00",Canada,1.55
"1968-10-01 00:00:00",Canada,1.49
"1969-01-01 00:00:00",Canada,1.49
"1969-04-01 00:00:00",Canada,1.48
"1969-07-01 00:00:00",Canada,1.44
"1969-10-01 00:00:00",Canada,1.43
"1970-01-01 00:00:00",Canada,1.41
"1970-04-01 00:00:00",Canada,1.40
"1970-07-01 00:00:00",Canada,1.41
"1970-10-01 00:00:00",Canada,1.37
"1971-01-01 00:00:00",Canada,1.34
"1971-04-01 00:00:00",Canada,1.31
"1971-07-01 00:00:00",Canada,2.99
"1971-10-01 00:00:00",Canada,2.99
"1972-01-01 00:00:00",Canada,2.92
"1972-04-01 00:00:00",Canada,2.91
"1972-07-01 00:00:00",Canada,1.17
"1972-10-01 00:00:00",Canada,1.13
"1973-01-01 00:00:00",Canada,1.15
"1973-04-01 00:00:00",Canada,1.16
"1973-07-01 00:00:00",Canada,1.23
"1973-10-01 00:00:00",Canada,1.26
"1974-01-01 00:00:00",Canada,1.35
"1974-04-01 00:00:00",Canada,1.42
"1974-07-01 00:00:00",Canada,1.41
"1974-10-01 00:00:00",Canada,1.49
"1975-01-01 00:00:00",Canada,1.46
"1975-04-01 00:00:00",Canada,1.43
"1975-07-01 00:00:00",Canada,1.47
"1975-10-01 00:00:00",Canada,1.45
"1976-01-01 00:00:00",Canada,1.41
"1976-04-01 00:00:00",Canada,1.39
"1976-07-01 00:00:00",Canada,1.32
"1976-10-01 00:00:00",Canada,1.26
"1977-01-01 00:00:00",Canada,1.23
"1977-04-01 00:00:00",Canada,1.23
"1977-07-01 00:00:00",Canada,1.18
"1977-10-01 00:00:00",Canada,1.14
"1978-01-01 00:00:00",Canada,1.09
"1978-04-01 00:00:00",Canada,1.04
"1978-07-01 00:00:00",Canada,1.00
"1978-10-01 00:00:00",Canada,0.94
"1979-01-01 00:00:00",Canada,0.93
"1979-04-01 00:00:00",Canada,0.94
"1979-07-01 00:00:00",Canada,0.99
"1979-10-01 00:00:00",Canada,1.06
"1980-01-01 00:00:00",Canada,1.14
"1980-04-01 00:00:00",Canada,1.20
"1980-07-01 00:00:00",Canada,1.30
"1980-10-01 00:00:00",Canada,1.34
"1981-01-01 00:00:00",Canada,1.31
"1981-04-01 00:00:00",Canada,1.29
"1981-07-01 00:00:00",Canada,1.24
"1981-10-01 00:00:00",Canada,1.29
"1982-01-01 00:00:00",Canada,1.27
"1982-04-01 00:00:00",Canada,1.25
"1982-07-01 00:00:00",Canada,1.20
"1982-10-01 00:00:00",Canada,1.10
"1983-01-01 00:00:00",Canada,1.06
"1983-04-01 00:00:00",Canada,1.03
"1983-07-01 00:00:00",Canada,0.99
"1983-10-01 00:00:00",Canada,0.96
"1984-01-01 00:00:00",Canada,0.95
"1984-04-01 00:00:00",Canada,0.95
"1984-07-01 00:00:00",Canada,0.95
"1984-10-01 00:00:00",Canada,0.96
"1985-01-01 00:00:00",Canada,0.94
"1985-04-01 00:00:00",Canada,0.92
"1985-07-01 00:00:00",Canada,0.92
"1985-10-01 00:00:00",Canada,0.92
"1986-01-01 00:00:00",Canada,0.94
"1986-04-01 00:00:00",Canada,0.95
"1986-07-01 00:00:00",Canada,1.00
"1986-10-01 00:00:00",Canada,1.05
"1987-01-01 00:00:00",Canada,1.13
"1987-04-01 00:00:00",Canada,1.26
"1987-07-01 00:00:00",Canada,1.33
"1987-10-01 00:00:00",Canada,1.35
"1988-01-01 00:00:00",Canada,1.32
"1988-04-01 00:00:00",Canada,1.26
"1988-07-01 00:00:00",Canada,1.31
"1988-10-01 00:00:00",Canada,1.47
"1989-01-01 00:00:00",Canada,1.62
"1989-04-01 00:00:00",Canada,1.76
"1989-07-01 00:00:00",Canada,1.81
"1989-10-01 00:00:00",Canada,1.75
"1990-01-01 00:00:00",Canada,1.60
"1990-04-01 00:00:00",Canada,1.54
"1990-07-01 00:00:00",Canada,1.52
"1990-10-01 00:00:00",Canada,1.48
"1991-01-01 00:00:00",Canada,1.42
"1991-04-01 00:00:00",Canada,1.31
"1991-07-01 00:00:00",Canada,1.25
"1991-10-01 00:00:00",Canada,1.15
"1992-01-01 00:00:00",Canada,1.17
"1992-04-01 00:00:00",Canada,1.22
"1992-07-01 00:00:00",Canada,1.19
"1992-10-01 00:00:00",Canada,1.23
"1993-01-01 00:00:00",Canada,1.25
"1993-04-01 00:00:00",Canada,1.17
"1993-07-01 00:00:00",Canada,1.10
"1993-10-01 00:00:00",Canada,1.10
"1994-01-01 00:00:00",Canada,1.06
"1994-04-01 00:00:00",Canada,1.07
"1994-07-01 00:00:00",Canada,1.10
"1994-10-01 00:00:00",Canada,1.08
"1995-01-01 00:00:00",Canada,1.06
"1995-04-01 00:00:00",Canada,1.05
"1995-07-01 00:00:00",Canada,1.04
"1995-10-01 00:00:00",Canada,1.03
"1996-01-01 00:00:00",Canada,1.05
"1996-04-01 00:00:00",Canada,1.04
"1996-07-01 00:00:00",Canada,1.05
"1996-10-01 00:00:00",Canada,1.06
"1997-01-01 00:00:00",Canada,1.03
"1997-04-01 00:00:00",Canada,1.03
"1997-07-01 00:00:00",Canada,1.00
"1997-10-01 00:00:00",Canada,0.96
"1998-01-01 00:00:00",Canada,0.93
"1998-04-01 00:00:00",Canada,0.88
"1998-07-01 00:00:00",Canada,0.83
"1998-10-01 00:00:00",Canada,0.79
"1999-01-01 00:00:00",Canada,0.77
"1999-04-01 00:00:00",Canada,0.78
"1999-07-01 00:00:00",Canada,0.82
"1999-10-01 00:00:00",Canada,0.86
"2000-01-01 00:00:00",Canada,0.88
"2000-04-01 00:00:00",Canada,0.92
"2000-07-01 00:00:00",Canada,0.94
"2000-10-01 00:00:00",Canada,0.96
"2001-01-01 00:00:00",Canada,0.98
"2001-04-01 00:00:00",Canada,1.04
"2001-07-01 00:00:00",Canada,1.09
"2001-10-01 00:00:00",Canada,1.12
"2002-01-01 00:00:00",Canada,1.12
"2002-04-01 00:00:00",Canada,1.11
"2002-07-01 00:00:00",Canada,1.09
"2002-10-01 00:00:00",Canada,1.03
"2003-01-01 00:00:00",Canada,1.00
"2003-04-01 00:00:00",Canada,0.95
"2003-07-01 00:00:00",Canada,0.90
"2003-10-01 00:00:00",Canada,0.91
"2004-01-01 00:00:00",Canada,0.94
"2004-04-01 00:00:00",Canada,0.94
"2004-07-01 00:00:00",Canada,0.94
"2004-10-01 00:00:00",Canada,0.95
"2005-01-01 00:00:00",Canada,0.94
"2005-04-01 00:00:00",Canada,0.93
"2005-07-01 00:00:00",Canada,0.95
"2005-10-01 00:00:00",Canada,0.98
"2006-01-01 00:00:00",Canada,1.00
"2006-04-01 00:00:00",Canada,1.03
"2006-07-01 00:00:00",Canada,1.02
"2006-10-01 00:00:00",Canada,1.01
"2007-01-01 00:00:00",Canada,1.00
"2007-04-01 00:00:00",Canada,0.97
"2007-07-01 00:00:00",Canada,0.98
"2007-10-01 00:00:00",Canada,0.98
"2008-01-01 00:00:00",Canada,1.02
"2008-04-01 00:00:00",Canada,1.04
"2008-07-01 00:00:00",Canada,1.09
"2008-10-01 00:00:00",Canada,1.12
"2009-01-01 00:00:00",Canada,1.14
"2009-04-01 00:00:00",Canada,1.16
"2009-07-01 00:00:00",Canada,1.15
"2009-10-01 00:00:00",Canada,1.16
"2010-01-01 00:00:00",Canada,1.14
"2010-04-01 00:00:00",Canada,1.13
"2010-07-01 00:00:00",Canada,1.12
"2010-10-01 00:00:00",Canada,1.11
"2011-01-01 00:00:00",Canada,1.06
"2011-04-01 00:00:00",Canada,1.00
"2011-07-01 00:00:00",Canada,0.98
"2011-10-01 00:00:00",Canada,0.95
"2012-01-01 00:00:00",Canada,1.02
"2012-04-01 00:00:00",Canada,1.06
"2012-07-01 00:00:00",Canada,1.09
"2012-10-01 00:00:00",Canada,1.09
"2013-01-01 00:00:00",Canada,1.06
"2013-04-01 00:00:00",Canada,1.05
"2013-07-01 00:00:00",Canada,1.06
"2013-10-01 00:00:00",Canada,1.08
"2014-01-01 00:00:00",Canada,1.05
"2014-04-01 00:00:00",Canada,1.04
"2014-07-01 00:00:00",Canada,1.01
"2014-10-01 00:00:00",Canada,0.98
"2015-01-01 00:00:00",Canada,0.92
"2015-04-01 00:00:00",Canada,0.81
"2015-07-01 00:00:00",Canada,0.76
"2015-10-01 00:00:00",Canada,0.75
"2016-01-01 00:00:00",Canada,0.84
"2016-04-01 00:00:00",Canada,1.02
"2016-07-01 00:00:00",Canada,1.14
"2016-10-01 00:00:00",Canada,1.21
"2017-01-01 00:00:00",Canada,1.23
"2017-04-01 00:00:00",Canada,1.19
"2017-07-01 00:00:00",Canada,1.20
"2017-10-01 00:00:00",Canada,1.28
"2018-01-01 00:00:00",Canada,1.35
"2018-04-01 00:00:00",Canada,1.39
"2018-07-01 00:00:00",Canada,1.44
"2018-10-01 00:00:00",Canada,1.46
"2019-01-01 00:00:00",Canada,1.45
"2019-04-01 00:00:00",Canada,1.45
"2019-07-01 00:00:00",Canada,1.47
"2019-10-01 00:00:00",Canada,1.53
"2020-01-01 00:00:00",Canada,1.58
"2020-04-01 00:00:00",Canada,1.52
"2020-07-01 00:00:00",Canada,1.09
"2020-10-01 00:00:00",Canada,0.53
"2021-01-01 00:00:00",Canada,0.34
"2021-04-01 00:00:00",Canada,0.35
"2021-07-01 00:00:00",Canada,0.56
"2021-10-01 00:00:00",Canada,1.12
"2022-01-01 00:00:00",Canada,1.34
"2022-04-01 00:00:00",Canada,1.42
"2022-07-01 00:00:00",Canada,1.83
"2022-10-01 00:00:00",Canada,2.14
"2023-01-01 00:00:00",Canada,2.41
"2023-04-01 00:00:00",Canada,2.73
"2023-07-01 00:00:00",Canada,2.98
"2023-10-01 00:00:00",Canada,3.19
"1952-07-01 00:00:00",Manitoba,2.70
"1952-10-01 00:00:00",Manitoba,2.30
"1953-01-01 00:00:00",Manitoba,1.90
"1953-04-01 00:00:00",Manitoba,1.51
"1953-07-01 00:00:00",Manitoba,1.38
"1953-10-01 00:00:00",Manitoba,1.50
"1954-01-01 00:00:00",Manitoba,1.49
"1954-04-01 00:00:00",Manitoba,1.61
"1954-07-01 00:00:00",Manitoba,1.85
"1954-10-01 00:00:00",Manitoba,1.97
"1955-01-01 00:00:00",Manitoba,2.08
"1955-04-01 00:00:00",Manitoba,2.20
"1955-07-01 00:00:00",Manitoba,1.94
"1955-10-01 00:00:00",Manitoba,1.69
"1956-01-01 00:00:00",Manitoba,1.44
"1956-04-01 00:00:00",Manitoba,1.31
"1956-07-01 00:00:00",Manitoba,1.07
"1956-10-01 00:00:00",Manitoba,0.95
"1957-01-01 00:00:00",Manitoba,0.71
"1957-04-01 00:00:00",Manitoba,0.94
"1957-07-01 00:00:00",Manitoba,1.53
"1957-10-01 00:00:00",Manitoba,1.29
"1958-01-01 00:00:00",Manitoba,2.00
"1958-04-01 00:00:00",Manitoba,1.87
"1958-07-01 00:00:00",Manitoba,1.62
"1958-10-01 00:00:00",Manitoba,2.09
"1959-01-01 00:00:00",Manitoba,1.73
"1959-04-01 00:00:00",Manitoba,1.83
"1959-07-01 00:00:00",Manitoba,1.71
"1959-10-01 00:00:00",Manitoba,1.70
"1960-01-01 00:00:00",Manitoba,1.93
"1960-04-01 00:00:00",Manitoba,1.69
"1960-07-01 00:00:00",Manitoba,1.79
"1960-10-01 00:00:00",Manitoba,1.67
"1961-01-01 00:00:00",Manitoba,1.78
"1961-04-01 00:00:00",Manitoba,1.77
"1961-07-01 00:00:00",Manitoba,1.65
"1961-10-01 00:00:00",Manitoba,1.76
"1962-01-01 00:00:00",Manitoba,1.53
"1962-04-01 00:00:00",Manitoba,1.52
"1962-07-01 00:00:00",Manitoba,1.52
"1962-10-01 00:00:00",Manitoba,1.40
"1963-01-01 00:00:00",Manitoba,1.51
"1963-04-01 00:00:00",Manitoba,1.50
"1963-07-01 00:00:00",Manitoba,1.39
"1963-10-01 00:00:00",Manitoba,1.38
"1964-01-01 00:00:00",Manitoba,1.17
"1964-04-01 00:00:00",Manitoba,1.06
"1964-07-01 00:00:00",Manitoba,1.05
"1964-10-01 00:00:00",Manitoba,0.84
"1965-01-01 00:00:00",Manitoba,0.73
"1965-04-01 00:00:00",Manitoba,0.73
"1965-07-01 00:00:00",Manitoba,0.52
"1965-10-01 00:00:00",Manitoba,0.21
"1966-01-01 00:00:00",Manitoba,0.00
"1966-04-01 00:00:00",Manitoba,-0.10
"1966-07-01 00:00:00",Manitoba,-0.21
"1966-10-01 00:00:00",Manitoba,-0.42
"1967-01-01 00:00:00",Manitoba,-0.42
"1967-04-01 00:00:00",Manitoba,-0.21
"1967-07-01 00:00:00",Manitoba,0.10
"1967-10-01 00:00:00",Manitoba,0.73
"1968-01-01 00:00:00",Manitoba,0.84
"1968-04-01 00:00:00",Manitoba,0.73
"1968-07-01 00:00:00",Manitoba,0.83
"1968-10-01 00:00:00",Manitoba,0.83
"1969-01-01 00:00:00",Manitoba,0.93
"1969-04-01 00:00:00",Manitoba,0.93
"1969-07-01 00:00:00",Manitoba,0.72
"1969-10-01 00:00:00",Manitoba,0.51
"1970-01-01 00:00:00",Manitoba,0.41
"1970-04-01 00:00:00",Manitoba,0.41
"1970-07-01 00:00:00",Manitoba,0.41
"1970-10-01 00:00:00",Manitoba,0.31
"1971-01-01 00:00:00",Manitoba,0.51
"1971-04-01 00:00:00",Manitoba,0.51
"1971-07-01 00:00:00",Manitoba,1.62
"1971-10-01 00:00:00",Manitoba,1.73
"1972-01-01 00:00:00",Manitoba,1.52
"1972-04-01 00:00:00",Manitoba,1.43
"1972-07-01 00:00:00",Manitoba,0.28
"1972-10-01 00:00:00",Manitoba,0.27
"1973-01-01 00:00:00",Manitoba,0.37
"1973-04-01 00:00:00",Manitoba,0.49
"1973-07-01 00:00:00",Manitoba,0.57
"1973-10-01 00:00:00",Manitoba,0.72
"1974-01-01 00:00:00",Manitoba,0.98
"1974-04-01 00:00:00",Manitoba,1.03
"1974-07-01 00:00:00",Manitoba,1.08
"1974-10-01 00:00:00",Manitoba,1.00
"1975-01-01 00:00:00",Manitoba,0.71
"1975-04-01 00:00:00",Manitoba,0.64
"1975-07-01 00:00:00",Manitoba,0.66
"1975-10-01 00:00:00",Manitoba,0.70
"1976-01-01 00:00:00",Manitoba,0.84
"1976-04-01 00:00:00",Manitoba,0.81
"1976-07-01 00:00:00",Manitoba,0.66
"1976-10-01 00:00:00",Manitoba,0.69
"1977-01-01 00:00:00",Manitoba,0.58
"1977-04-01 00:00:00",Manitoba,0.57
"1977-07-01 00:00:00",Manitoba,0.54
"1977-10-01 00:00:00",Manitoba,0.51
"1978-01-01 00:00:00",Manitoba,0.46
"1978-04-01 00:00:00",Manitoba,0.40
"1978-07-01 00:00:00",Manitoba,0.34
"1978-10-01 00:00:00",Manitoba,0.01
"1979-01-01 00:00:00",Manitoba,-0.14
"1979-04-01 00:00:00",Manitoba,-0.25
"1979-07-01 00:00:00",Manitoba,-0.35
"1979-10-01 00:00:00",Manitoba,-0.42
"1980-01-01 00:00:00",Manitoba,-0.38
"1980-04-01 00:00:00",Manitoba,-0.33
"1980-07-01 00:00:00",Manitoba,-0.27
"1980-10-01 00:00:00",Manitoba,-0.02
"1981-01-01 00:00:00",Manitoba,0.04
"1981-04-01 00:00:00",Manitoba,0.08
"1981-07-01 00:00:00",Manitoba,0.11
"1981-10-01 00:00:00",Manitoba,0.31
"1982-01-01 00:00:00",Manitoba,0.52
"1982-04-01 00:00:00",Manitoba,0.72
"1982-07-01 00:00:00",Manitoba,0.93
"1982-10-01 00:00:00",Manitoba,1.22
"1983-01-01 00:00:00",Manitoba,1.27
"1983-04-01 00:00:00",Manitoba,1.28
"1983-07-01 00:00:00",Manitoba,1.39
"1983-10-01 00:00:00",Manitoba,1.35
"1984-01-01 00:00:00",Manitoba,1.30
"1984-04-01 00:00:00",Manitoba,1.29
"1984-07-01 00:00:00",Manitoba,1.14
"1984-10-01 00:00:00",Manitoba,1.05
"1985-01-01 00:00:00",Manitoba,1.14
"1985-04-01 00:00:00",Manitoba,1.10
"1985-07-01 00:00:00",Manitoba,1.00
"1985-10-01 00:00:00",Manitoba,0.92
"1986-01-01 00:00:00",Manitoba,0.88
"1986-04-01 00:00:00",Manitoba,0.87
"1986-07-01 00:00:00",Manitoba,0.84
"1986-10-01 00:00:00",Manitoba,0.70
"1987-01-01 00:00:00",Manitoba,0.63
"1987-04-01 00:00:00",Manitoba,0.61
"1987-07-01 00:00:00",Manitoba,0.62
"1987-10-01 00:00:00",Manitoba,0.51
"1988-01-01 00:00:00",Manitoba,0.47
"1988-04-01 00:00:00",Manitoba,0.39
"1988-07-01 00:00:00",Manitoba,0.34
"1988-10-01 00:00:00",Manitoba,0.26
"1989-01-01 00:00:00",Manitoba,0.16
"1989-04-01 00:00:00",Manitoba,0.11
"1989-07-01 00:00:00",Manitoba,0.15
"1989-10-01 00:00:00",Manitoba,0.13
"1990-01-01 00:00:00",Manitoba,0.11
"1990-04-01 00:00:00",Manitoba,0.11
"1990-07-01 00:00:00",Manitoba,0.15
"1990-10-01 00:00:00",Manitoba,0.23
"1991-01-01 00:00:00",Manitoba,0.31
"1991-04-01 00:00:00",Manitoba,0.35
"1991-07-01 00:00:00",Manitoba,0.38
"1991-10-01 00:00:00",Manitoba,0.39
"1992-01-01 00:00:00",Manitoba,0.34
"1992-04-01 00:00:00",Manitoba,0.30
"1992-07-01 00:00:00",Manitoba,0.28
"1992-10-01 00:00:00",Manitoba,0.34
"1993-01-01 00:00:00",Manitoba,0.38
"1993-04-01 00:00:00",Manitoba,0.41
"1993-07-01 00:00:00",Manitoba,0.44
"1993-10-01 00:00:00",Manitoba,0.48
"1994-01-01 00:00:00",Manitoba,0.46
"1994-04-01 00:00:00",Manitoba,0.48
"1994-07-01 00:00:00",Manitoba,0.50
"1994-10-01 00:00:00",Manitoba,0.51
"1995-01-01 00:00:00",Manitoba,0.51
"1995-04-01 00:00:00",Manitoba,0.57
"1995-07-01 00:00:00",Manitoba,0.53
"1995-10-01 00:00:00",Manitoba,0.47
"1996-01-01 00:00:00",Manitoba,0.47
"1996-04-01 00:00:00",Manitoba,0.43
"1996-07-01 00:00:00",Manitoba,0.45
"1996-10-01 00:00:00",Manitoba,0.45
"1997-01-01 00:00:00",Manitoba,0.42
"1997-04-01 00:00:00",Manitoba,0.34
"1997-07-01 00:00:00",Manitoba,0.17
"1997-10-01 00:00:00",Manitoba,0.09
"1998-01-01 00:00:00",Manitoba,0.07
"1998-04-01 00:00:00",Manitoba,0.03
"1998-07-01 00:00:00",Manitoba,0.12
"1998-10-01 00:00:00",Manitoba,0.24
"1999-01-01 00:00:00",Manitoba,0.28
"1999-04-01 00:00:00",Manitoba,0.38
"1999-07-01 00:00:00",Manitoba,0.44
"1999-10-01 00:00:00",Manitoba,0.46
"2000-01-01 00:00:00",Manitoba,0.48
"2000-04-01 00:00:00",Manitoba,0.47
"2000-07-01 00:00:00",Manitoba,0.43
"2000-10-01 00:00:00",Manitoba,0.40
"2001-01-01 00:00:00",Manitoba,0.35
"2001-04-01 00:00:00",Manitoba,0.33
"2001-07-01 00:00:00",Manitoba,0.36
"2001-10-01 00:00:00",Manitoba,0.34
"2002-01-01 00:00:00",Manitoba,0.38
"2002-04-01 00:00:00",Manitoba,0.44
"2002-07-01 00:00:00",Manitoba,0.45
"2002-10-01 00:00:00",Manitoba,0.45
"2003-01-01 00:00:00",Manitoba,0.48
"2003-04-01 00:00:00",Manitoba,0.53
"2003-07-01 00:00:00",Manitoba,0.60
"2003-10-01 00:00:00",Manitoba,0.71
"2004-01-01 00:00:00",Manitoba,0.80
"2004-04-01 00:00:00",Manitoba,0.82
"2004-07-01 00:00:00",Manitoba,0.83
"2004-10-01 00:00:00",Manitoba,0.78
"2005-01-01 00:00:00",Manitoba,0.72
"2005-04-01 00:00:00",Manitoba,0.59
"2005-07-01 00:00:00",Manitoba,0.43
"2005-10-01 00:00:00",Manitoba,0.38
"2006-01-01 00:00:00",Manitoba,0.33
"2006-04-01 00:00:00",Manitoba,0.37
"2006-07-01 00:00:00",Manitoba,0.45
"2006-10-01 00:00:00",Manitoba,0.41
"2007-01-01 00:00:00",Manitoba,0.39
"2007-04-01 00:00:00",Manitoba,0.41
"2007-07-01 00:00:00",Manitoba,0.50
"2007-10-01 00:00:00",Manitoba,0.65
"2008-01-01 00:00:00",Manitoba,0.75
"2008-04-01 00:00:00",Manitoba,0.69
"2008-07-01 00:00:00",Manitoba,0.70
"2008-10-01 00:00:00",Manitoba,0.66
"2009-01-01 00:00:00",Manitoba,0.70
"2009-04-01 00:00:00",Manitoba,0.78
"2009-07-01 00:00:00",Manitoba,0.90
"2009-10-01 00:00:00",Manitoba,1.03
"2010-01-01 00:00:00",Manitoba,1.02
"2010-04-01 00:00:00",Manitoba,1.05
"2010-07-01 00:00:00",Manitoba,1.01
"2010-10-01 00:00:00",Manitoba,1.05
"2011-01-01 00:00:00",Manitoba,1.09
"2011-04-01 00:00:00",Manitoba,1.02
"2011-07-01 00:00:00",Manitoba,1.03
"2011-10-01 00:00:00",Manitoba,1.04
"2012-01-01 00:00:00",Manitoba,1.16
"2012-04-01 00:00:00",Manitoba,1.29
"2012-07-01 00:00:00",Manitoba,1.28
"2012-10-01 00:00:00",Manitoba,1.28
"2013-01-01 00:00:00",Manitoba,1.25
"2013-04-01 00:00:00",Manitoba,1.19
"2013-07-01 00:00:00",Manitoba,1.14
"2013-10-01 00:00:00",Manitoba,1.11
"2014-01-01 00:00:00",Manitoba,1.06
"2014-04-01 00:00:00",Manitoba,1.05
"2014-07-01 00:00:00",Manitoba,1.11
"2014-10-01 00:00:00",Manitoba,1.15
"2015-01-01 00:00:00",Manitoba,1.14
"2015-04-01 00:00:00",Manitoba,1.05
"2015-07-01 00:00:00",Manitoba,1.27
"2015-10-01 00:00:00",Manitoba,1.28
"2016-01-01 00:00:00",Manitoba,1.42
"2016-04-01 00:00:00",Manitoba,1.68
"2016-07-01 00:00:00",Manitoba,1.59
"2016-10-01 00:00:00",Manitoba,1.67
"2017-01-01 00:00:00",Manitoba,1.62
"2017-04-01 00:00:00",Manitoba,1.57
"2017-07-01 00:00:00",Manitoba,1.57
"2017-10-01 00:00:00",Manitoba,1.56
"2018-01-01 00:00:00",Manitoba,1.52
"2018-04-01 00:00:00",Manitoba,1.40
"2018-07-01 00:00:00",Manitoba,1.35
"2018-10-01 00:00:00",Manitoba,1.30
"2019-01-01 00:00:00",Manitoba,1.30
"2019-04-01 00:00:00",Manitoba,1.32
"2019-07-01 00:00:00",Manitoba,1.28
"2019-10-01 00:00:00",Manitoba,1.18
"2020-01-01 00:00:00",Manitoba,1.14
"2020-04-01 00:00:00",Manitoba,1.07
"2020-07-01 00:00:00",Manitoba,0.74
"2020-10-01 00:00:00",Manitoba,0.58
"2021-01-01 00:00:00",Manitoba,0.48
"2021-04-01 00:00:00",Manitoba,0.68
"2021-07-01 00:00:00",Manitoba,0.85
"2021-10-01 00:00:00",Manitoba,1.06
"2022-01-01 00:00:00",Manitoba,1.21
"2022-04-01 00:00:00",Manitoba,1.19
"2022-07-01 00:00:00",Manitoba,1.54
"2022-10-01 00:00:00",Manitoba,1.94
"2023-01-01 00:00:00",Manitoba,2.29
"2023-04-01 00:00:00",Manitoba,2.75
"2023-07-01 00:00:00",Manitoba,2.94
"2023-10-01 00:00:00",Manitoba,2.94
"1952-07-01 00:00:00","New Brunswick",1.93
"1952-10-01 00:00:00","New Brunswick",1.93
"1953-01-01 00:00:00","New Brunswick",1.73
"1953-04-01 00:00:00","New Brunswick",1.53
"1953-07-01 00:00:00","New Brunswick",1.14
"1953-10-01 00:00:00","New Brunswick",1.13
"1954-01-01 00:00:00","New Brunswick",1.32
"1954-04-01 00:00:00","New Brunswick",1.13
"1954-07-01 00:00:00","New Brunswick",1.50
"1954-10-01 00:00:00","New Brunswick",1.50
"1955-01-01 00:00:00","New Brunswick",1.30
"1955-04-01 00:00:00","New Brunswick",1.49
"1955-07-01 00:00:00","New Brunswick",1.29
"1955-10-01 00:00:00","New Brunswick",1.29
"1956-01-01 00:00:00","New Brunswick",1.47
"1956-04-01 00:00:00","New Brunswick",1.28
"1956-07-01 00:00:00","New Brunswick",1.46
"1956-10-01 00:00:00","New Brunswick",1.27
"1957-01-01 00:00:00","New Brunswick",1.09
"1957-04-01 00:00:00","New Brunswick",1.27
"1957-07-01 00:00:00","New Brunswick",1.26
"1957-10-01 00:00:00","New Brunswick",1.44
"1958-01-01 00:00:00","New Brunswick",1.61
"1958-04-01 00:00:00","New Brunswick",1.61
"1958-07-01 00:00:00","New Brunswick",1.60
"1958-10-01 00:00:00","New Brunswick",1.59
"1959-01-01 00:00:00","New Brunswick",1.76
"1959-04-01 00:00:00","New Brunswick",1.93
"1959-07-01 00:00:00","New Brunswick",1.92
"1959-10-01 00:00:00","New Brunswick",1.74
"1960-01-01 00:00:00","New Brunswick",1.39
"1960-04-01 00:00:00","New Brunswick",1.21
"1960-07-01 00:00:00","New Brunswick",1.03
