ref_date,region,migration_status,num_people,net_internal_migration
"1976-04-01 00:00:00","New Brunswick",Out-migrants,3658,152
"1976-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,2059,72
"1976-04-01 00:00:00","Newfoundland and Labrador",In-migrants,2131,72
"1976-04-01 00:00:00","Northwest Territories including Nunavut",In-migrants,936,27
"1976-04-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,909,27
"1976-04-01 00:00:00","Nova Scotia",Out-migrants,3807,243
"1976-04-01 00:00:00","Nova Scotia",In-migrants,4050,243
"1976-04-01 00:00:00",Ontario,In-migrants,16709,-2653
"1976-04-01 00:00:00",Ontario,Out-migrants,19362,-2653
"1976-04-01 00:00:00","Prince Edward Island",Out-migrants,556,164
"1976-04-01 00:00:00","Prince Edward Island",In-migrants,720,164
"1976-04-01 00:00:00",Quebec,In-migrants,6091,-2612
"1976-04-01 00:00:00",Quebec,Out-migrants,8703,-2612
"1976-04-01 00:00:00",Saskatchewan,In-migrants,5416,440
"1976-04-01 00:00:00",Saskatchewan,Out-migrants,4976,440
"1976-04-01 00:00:00",Yukon,In-migrants,599,18
"1976-04-01 00:00:00",Yukon,Out-migrants,581,18
"1976-07-01 00:00:00",Alberta,Out-migrants,16505,15061
"1976-07-01 00:00:00",Alberta,In-migrants,31566,15061
"1976-07-01 00:00:00","British Columbia",Out-migrants,18962,3465
"1976-07-01 00:00:00","British Columbia",In-migrants,22427,3465
"1976-07-01 00:00:00",Canada,In-migrants,139499,0
"1976-07-01 00:00:00",Canada,Out-migrants,139499,0
"1976-07-01 00:00:00",Manitoba,Out-migrants,10720,-1243
"1976-07-01 00:00:00",Manitoba,In-migrants,9477,-1243
"1976-07-01 00:00:00","New Brunswick",In-migrants,6313,-525
"1976-07-01 00:00:00","New Brunswick",Out-migrants,6838,-525
"1976-07-01 00:00:00","Newfoundland and Labrador",In-migrants,3570,-1021
"1976-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4591,-1021
"1976-07-01 00:00:00","Northwest Territories including Nunavut",In-migrants,1764,-290
"1976-07-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,2054,-290
"1976-07-01 00:00:00","Nova Scotia",Out-migrants,8799,322
"1976-07-01 00:00:00","Nova Scotia",In-migrants,9121,322
"1976-07-01 00:00:00",Ontario,Out-migrants,38317,-7394
"1976-07-01 00:00:00",Ontario,In-migrants,30923,-7394
"1976-07-01 00:00:00","Prince Edward Island",Out-migrants,1709,-15
"1976-07-01 00:00:00","Prince Edward Island",In-migrants,1694,-15
"1976-07-01 00:00:00",Quebec,Out-migrants,21884,-10207
"1976-07-01 00:00:00",Quebec,In-migrants,11677,-10207
"1976-07-01 00:00:00",Saskatchewan,In-migrants,9948,1903
"1976-07-01 00:00:00",Saskatchewan,Out-migrants,8045,1903
"1976-07-01 00:00:00",Yukon,In-migrants,1019,-56
"1976-07-01 00:00:00",Yukon,Out-migrants,1075,-56
"1976-10-01 00:00:00",Alberta,Out-migrants,9717,8270
"1976-10-01 00:00:00",Alberta,In-migrants,17987,8270
"1976-10-01 00:00:00","British Columbia",Out-migrants,11836,253
"1976-10-01 00:00:00","British Columbia",In-migrants,12089,253
"1976-10-01 00:00:00",Canada,In-migrants,75039,0
"1976-10-01 00:00:00",Canada,Out-migrants,75039,0
"1976-10-01 00:00:00",Manitoba,In-migrants,4610,-825
"1976-10-01 00:00:00",Manitoba,Out-migrants,5435,-825
"1976-10-01 00:00:00","New Brunswick",In-migrants,2875,-436
"1976-10-01 00:00:00","New Brunswick",Out-migrants,3311,-436
"1976-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1552,-1422
"1976-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,2974,-1422
"1976-10-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1163,-418
"1976-10-01 00:00:00","Northwest Territories including Nunavut",In-migrants,745,-418
"1976-10-01 00:00:00","Nova Scotia",In-migrants,4287,-267
"1976-10-01 00:00:00","Nova Scotia",Out-migrants,4554,-267
"1976-10-01 00:00:00",Ontario,Out-migrants,18205,1508
"1976-10-01 00:00:00",Ontario,In-migrants,19713,1508
"1976-10-01 00:00:00","Prince Edward Island",Out-migrants,788,-60
"1976-10-01 00:00:00","Prince Edward Island",In-migrants,728,-60
"1976-10-01 00:00:00",Quebec,Out-migrants,11952,-6666
"1976-10-01 00:00:00",Quebec,In-migrants,5286,-6666
"1976-10-01 00:00:00",Saskatchewan,Out-migrants,4295,366
"1976-10-01 00:00:00",Saskatchewan,In-migrants,4661,366
"1976-10-01 00:00:00",Yukon,In-migrants,506,-303
"1976-10-01 00:00:00",Yukon,Out-migrants,809,-303
"1977-01-01 00:00:00",Alberta,Out-migrants,8952,5715
"1977-01-01 00:00:00",Alberta,In-migrants,14667,5715
"1977-01-01 00:00:00","British Columbia",Out-migrants,10277,-601
"1977-01-01 00:00:00","British Columbia",In-migrants,9676,-601
"1977-01-01 00:00:00",Canada,In-migrants,63347,0
"1977-01-01 00:00:00",Canada,Out-migrants,63347,0
"1977-01-01 00:00:00",Manitoba,Out-migrants,4330,-530
"1977-01-01 00:00:00",Manitoba,In-migrants,3800,-530
"1977-01-01 00:00:00","New Brunswick",In-migrants,2802,140
"1977-01-01 00:00:00","New Brunswick",Out-migrants,2662,140
"1977-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1411,-997
"1977-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,2408,-997
"1977-01-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1057,-338
"1977-01-01 00:00:00","Northwest Territories including Nunavut",In-migrants,719,-338
"1977-01-01 00:00:00","Nova Scotia",In-migrants,3298,-457
"1977-01-01 00:00:00","Nova Scotia",Out-migrants,3755,-457
"1977-01-01 00:00:00",Ontario,In-migrants,16684,1005
"1977-01-01 00:00:00",Ontario,Out-migrants,15679,1005
"1977-01-01 00:00:00","Prince Edward Island",Out-migrants,609,-61
"1977-01-01 00:00:00","Prince Edward Island",In-migrants,548,-61
"1977-01-01 00:00:00",Quebec,Out-migrants,9271,-4087
"1977-01-01 00:00:00",Quebec,In-migrants,5184,-4087
"1977-01-01 00:00:00",Saskatchewan,In-migrants,4065,250
"1977-01-01 00:00:00",Saskatchewan,Out-migrants,3815,250
"1977-01-01 00:00:00",Yukon,In-migrants,493,-39
"1977-01-01 00:00:00",Yukon,Out-migrants,532,-39
"1977-04-01 00:00:00",Alberta,Out-migrants,11448,5664
"1977-04-01 00:00:00",Alberta,In-migrants,17112,5664
"1977-04-01 00:00:00","British Columbia",Out-migrants,12108,1899
"1977-04-01 00:00:00","British Columbia",In-migrants,14007,1899
"1977-04-01 00:00:00",Canada,In-migrants,79504,0
"1977-04-01 00:00:00",Canada,Out-migrants,79504,0
"1977-04-01 00:00:00",Manitoba,Out-migrants,5910,-933
"1977-04-01 00:00:00",Manitoba,In-migrants,4977,-933
"1977-04-01 00:00:00","New Brunswick",In-migrants,3975,739
"1977-04-01 00:00:00","New Brunswick",Out-migrants,3236,739
"1977-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1771,-709
"1977-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,2480,-709
"1977-04-01 00:00:00","Northwest Territories including Nunavut",In-migrants,997,-287
"1977-04-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1284,-287
"1977-04-01 00:00:00","Nova Scotia",Out-migrants,4540,-397
"1977-04-01 00:00:00","Nova Scotia",In-migrants,4143,-397
"1977-04-01 00:00:00",Ontario,Out-migrants,20388,-1521
"1977-04-01 00:00:00",Ontario,In-migrants,18867,-1521
"1977-04-01 00:00:00","Prince Edward Island",Out-migrants,577,290
"1977-04-01 00:00:00","Prince Edward Island",In-migrants,867,290
"1977-04-01 00:00:00",Quebec,Out-migrants,12126,-5406
"1977-04-01 00:00:00",Quebec,In-migrants,6720,-5406
"1977-04-01 00:00:00",Saskatchewan,In-migrants,5384,663
"1977-04-01 00:00:00",Saskatchewan,Out-migrants,4721,663
"1977-04-01 00:00:00",Yukon,Out-migrants,686,-2
"1977-04-01 00:00:00",Yukon,In-migrants,684,-2
"1977-07-01 00:00:00",Alberta,Out-migrants,17861,14799
"1977-07-01 00:00:00",Alberta,In-migrants,32660,14799
"1977-07-01 00:00:00","British Columbia",Out-migrants,16233,8197
"1977-07-01 00:00:00","British Columbia",In-migrants,24430,8197
"1977-07-01 00:00:00",Canada,In-migrants,142032,0
"1977-07-01 00:00:00",Canada,Out-migrants,142032,0
"1977-07-01 00:00:00",Manitoba,In-migrants,8627,-1686
"1977-07-01 00:00:00",Manitoba,Out-migrants,10313,-1686
"1977-07-01 00:00:00","New Brunswick",In-migrants,6001,-1030
"1977-07-01 00:00:00","New Brunswick",Out-migrants,7031,-1030
"1977-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4667,-1150
"1977-07-01 00:00:00","Newfoundland and Labrador",In-migrants,3517,-1150
"1977-07-01 00:00:00","Northwest Territories including Nunavut",In-migrants,1797,-46
"1977-07-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1843,-46
"1977-07-01 00:00:00","Nova Scotia",Out-migrants,8328,369
"1977-07-01 00:00:00","Nova Scotia",In-migrants,8697,369
"1977-07-01 00:00:00",Ontario,In-migrants,35172,-1740
"1977-07-01 00:00:00",Ontario,Out-migrants,36912,-1740
"1977-07-01 00:00:00","Prince Edward Island",Out-migrants,1500,242
"1977-07-01 00:00:00","Prince Edward Island",In-migrants,1742,242
"1977-07-01 00:00:00",Quebec,In-migrants,9675,-18074
"1977-07-01 00:00:00",Quebec,Out-migrants,27749,-18074
"1977-07-01 00:00:00",Saskatchewan,In-migrants,8645,-62
"1977-07-01 00:00:00",Saskatchewan,Out-migrants,8707,-62
"1977-07-01 00:00:00",Yukon,In-migrants,1069,181
"1977-07-01 00:00:00",Yukon,Out-migrants,888,181
"1977-10-01 00:00:00",Alberta,Out-migrants,10617,7787
"1977-10-01 00:00:00",Alberta,In-migrants,18404,7787
"1977-10-01 00:00:00","British Columbia",Out-migrants,10208,2957
"1977-10-01 00:00:00","British Columbia",In-migrants,13165,2957
"1977-10-01 00:00:00",Canada,In-migrants,76881,0
"1977-10-01 00:00:00",Canada,Out-migrants,76881,0
"1977-10-01 00:00:00",Manitoba,In-migrants,4164,-1101
"1977-10-01 00:00:00",Manitoba,Out-migrants,5265,-1101
"1977-10-01 00:00:00","New Brunswick",In-migrants,2733,-700
"1977-10-01 00:00:00","New Brunswick",Out-migrants,3433,-700
"1977-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,3020,-1490
"1977-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1530,-1490
"1977-10-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1056,-298
"1977-10-01 00:00:00","Northwest Territories including Nunavut",In-migrants,758,-298
"1977-10-01 00:00:00","Nova Scotia",In-migrants,4124,-187
"1977-10-01 00:00:00","Nova Scotia",Out-migrants,4311,-187
"1977-10-01 00:00:00",Ontario,In-migrants,22332,4675
"1977-10-01 00:00:00",Ontario,Out-migrants,17657,4675
"1977-10-01 00:00:00","Prince Edward Island",Out-migrants,694,44
"1977-10-01 00:00:00","Prince Edward Island",In-migrants,738,44
"1977-10-01 00:00:00",Quebec,In-migrants,4376,-10931
"1977-10-01 00:00:00",Quebec,Out-migrants,15307,-10931
"1977-10-01 00:00:00",Saskatchewan,In-migrants,4033,-615
"1977-10-01 00:00:00",Saskatchewan,Out-migrants,4648,-615
"1977-10-01 00:00:00",Yukon,Out-migrants,665,-141
"1977-10-01 00:00:00",Yukon,In-migrants,524,-141
"1978-01-01 00:00:00",Alberta,Out-migrants,9763,5038
"1978-01-01 00:00:00",Alberta,In-migrants,14801,5038
"1978-01-01 00:00:00","British Columbia",Out-migrants,8897,1622
"1978-01-01 00:00:00","British Columbia",In-migrants,10519,1622
"1978-01-01 00:00:00",Canada,In-migrants,64467,0
"1978-01-01 00:00:00",Canada,Out-migrants,64467,0
"1978-01-01 00:00:00",Manitoba,In-migrants,3455,-700
"1978-01-01 00:00:00",Manitoba,Out-migrants,4155,-700
"1978-01-01 00:00:00","New Brunswick",In-migrants,2607,-110
"1978-01-01 00:00:00","New Brunswick",Out-migrants,2717,-110
"1978-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1391,-970
"1978-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,2361,-970
"1978-01-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,931,-212
"1978-01-01 00:00:00","Northwest Territories including Nunavut",In-migrants,719,-212
"1978-01-01 00:00:00","Nova Scotia",In-migrants,3168,-370
"1978-01-01 00:00:00","Nova Scotia",Out-migrants,3538,-370
"1978-01-01 00:00:00",Ontario,Out-migrants,15079,3829
"1978-01-01 00:00:00",Ontario,In-migrants,18908,3829
"1978-01-01 00:00:00","Prince Edward Island",Out-migrants,528,38
"1978-01-01 00:00:00","Prince Edward Island",In-migrants,566,38
"1978-01-01 00:00:00",Quebec,Out-migrants,11935,-7637
"1978-01-01 00:00:00",Quebec,In-migrants,4298,-7637
"1978-01-01 00:00:00",Saskatchewan,Out-migrants,4128,-595
"1978-01-01 00:00:00",Saskatchewan,In-migrants,3533,-595
"1978-01-01 00:00:00",Yukon,In-migrants,502,67
"1978-01-01 00:00:00",Yukon,Out-migrants,435,67
"1978-04-01 00:00:00",Alberta,Out-migrants,12486,4919
"1978-04-01 00:00:00",Alberta,In-migrants,17405,4919
"1978-04-01 00:00:00","British Columbia",Out-migrants,10457,4800
"1978-04-01 00:00:00","British Columbia",In-migrants,15257,4800
"1978-04-01 00:00:00",Canada,Out-migrants,81041,0
"1978-04-01 00:00:00",Canada,In-migrants,81041,0
"1978-04-01 00:00:00",Manitoba,In-migrants,4515,-1187
"1978-04-01 00:00:00",Manitoba,Out-migrants,5702,-1187
"1978-04-01 00:00:00","New Brunswick",In-migrants,3794,492
"1978-04-01 00:00:00","New Brunswick",Out-migrants,3302,492
"1978-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,2444,-701
"1978-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1743,-701
"1978-04-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1133,-137
"1978-04-01 00:00:00","Northwest Territories including Nunavut",In-migrants,996,-137
"1978-04-01 00:00:00","Nova Scotia",Out-migrants,4294,-228
"1978-04-01 00:00:00","Nova Scotia",In-migrants,4066,-228
"1978-04-01 00:00:00",Ontario,In-migrants,21413,1746
"1978-04-01 00:00:00",Ontario,Out-migrants,19667,1746
"1978-04-01 00:00:00","Prince Edward Island",In-migrants,887,376
"1978-04-01 00:00:00","Prince Edward Island",Out-migrants,511,376
"1978-04-01 00:00:00",Quebec,In-migrants,5596,-9787
"1978-04-01 00:00:00",Quebec,Out-migrants,15383,-9787
"1978-04-01 00:00:00",Saskatchewan,In-migrants,4664,-447
"1978-04-01 00:00:00",Saskatchewan,Out-migrants,5111,-447
"1978-04-01 00:00:00",Yukon,Out-migrants,551,154
"1978-04-01 00:00:00",Yukon,In-migrants,705,154
"1978-07-01 00:00:00",Alberta,Out-migrants,18497,15252
"1978-07-01 00:00:00",Alberta,In-migrants,33749,15252
"1978-07-01 00:00:00","British Columbia",Out-migrants,16168,9740
"1978-07-01 00:00:00","British Columbia",In-migrants,25908,9740
"1978-07-01 00:00:00",Canada,In-migrants,139861,0
"1978-07-01 00:00:00",Canada,Out-migrants,139861,0
"1978-07-01 00:00:00",Manitoba,Out-migrants,11956,-4145
"1978-07-01 00:00:00",Manitoba,In-migrants,7811,-4145
"1978-07-01 00:00:00","New Brunswick",In-migrants,5882,-1007
"1978-07-01 00:00:00","New Brunswick",Out-migrants,6889,-1007
"1978-07-01 00:00:00","Newfoundland and Labrador",In-migrants,3611,-811
"1978-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4422,-811
"1978-07-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1848,-190
"1978-07-01 00:00:00","Northwest Territories including Nunavut",In-migrants,1658,-190
"1978-07-01 00:00:00","Nova Scotia",Out-migrants,8242,420
"1978-07-01 00:00:00","Nova Scotia",In-migrants,8662,420
"1978-07-01 00:00:00",Ontario,Out-migrants,37801,-6620
"1978-07-01 00:00:00",Ontario,In-migrants,31181,-6620
"1978-07-01 00:00:00","Prince Edward Island",Out-migrants,1694,-95
"1978-07-01 00:00:00","Prince Edward Island",In-migrants,1599,-95
"1978-07-01 00:00:00",Quebec,Out-migrants,22259,-11928
"1978-07-01 00:00:00",Quebec,In-migrants,10331,-11928
"1978-07-01 00:00:00",Saskatchewan,In-migrants,8508,-488
"1978-07-01 00:00:00",Saskatchewan,Out-migrants,8996,-488
"1978-07-01 00:00:00",Yukon,In-migrants,961,-128
"1978-07-01 00:00:00",Yukon,Out-migrants,1089,-128
"1978-10-01 00:00:00",Alberta,Out-migrants,11049,7946
"1978-10-01 00:00:00",Alberta,In-migrants,18995,7946
"1978-10-01 00:00:00","British Columbia",Out-migrants,10113,3944
"1978-10-01 00:00:00","British Columbia",In-migrants,14057,3944
"1978-10-01 00:00:00",Canada,In-migrants,75540,0
"1978-10-01 00:00:00",Canada,Out-migrants,75540,0
"1978-10-01 00:00:00",Manitoba,Out-migrants,6095,-2338
"1978-10-01 00:00:00",Manitoba,In-migrants,3757,-2338
"1978-10-01 00:00:00","New Brunswick",In-migrants,2700,-651
"1978-10-01 00:00:00","New Brunswick",Out-migrants,3351,-651
"1978-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1589,-1274
"1978-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,2863,-1274
"1978-10-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1050,-335
"1978-10-01 00:00:00","Northwest Territories including Nunavut",In-migrants,715,-335
"1978-10-01 00:00:00","Nova Scotia",Out-migrants,4231,-135
"1978-10-01 00:00:00","Nova Scotia",In-migrants,4096,-135
"1978-10-01 00:00:00",Ontario,In-migrants,19892,1780
"1978-10-01 00:00:00",Ontario,Out-migrants,18112,1780
"1978-10-01 00:00:00","Prince Edward Island",Out-migrants,790,-127
"1978-10-01 00:00:00","Prince Edward Island",In-migrants,663,-127
"1978-10-01 00:00:00",Quebec,Out-migrants,12258,-7603
"1978-10-01 00:00:00",Quebec,In-migrants,4655,-7603
"1978-10-01 00:00:00",Saskatchewan,In-migrants,3967,-854
"1978-10-01 00:00:00",Saskatchewan,Out-migrants,4821,-854
"1978-10-01 00:00:00",Yukon,In-migrants,454,-353
"1978-10-01 00:00:00",Yukon,Out-migrants,807,-353
"1979-01-01 00:00:00",Alberta,Out-migrants,10101,5213
"1979-01-01 00:00:00",Alberta,In-migrants,15314,5213
"1979-01-01 00:00:00","British Columbia",Out-migrants,8833,2450
"1979-01-01 00:00:00","British Columbia",In-migrants,11283,2450
"1979-01-01 00:00:00",Canada,Out-migrants,63505,0
"1979-01-01 00:00:00",Canada,In-migrants,63505,0
"1979-01-01 00:00:00",Manitoba,In-migrants,3120,-1717
"1979-01-01 00:00:00",Manitoba,Out-migrants,4837,-1717
"1979-01-01 00:00:00","New Brunswick",In-migrants,2620,-33
"1979-01-01 00:00:00","New Brunswick",Out-migrants,2653,-33
"1979-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,2240,-797
"1979-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1443,-797
"1979-01-01 00:00:00","Northwest Territories including Nunavut",In-migrants,662,-264
"1979-01-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,926,-264
"1979-01-01 00:00:00","Nova Scotia",In-migrants,3159,-362
"1979-01-01 00:00:00","Nova Scotia",Out-migrants,3521,-362
"1979-01-01 00:00:00",Ontario,In-migrants,16912,1470
"1979-01-01 00:00:00",Ontario,Out-migrants,15442,1470
"1979-01-01 00:00:00","Prince Edward Island",In-migrants,519,-83
"1979-01-01 00:00:00","Prince Edward Island",Out-migrants,602,-83
"1979-01-01 00:00:00",Quebec,In-migrants,4565,-4976
"1979-01-01 00:00:00",Quebec,Out-migrants,9541,-4976
"1979-01-01 00:00:00",Saskatchewan,In-migrants,3483,-801
"1979-01-01 00:00:00",Saskatchewan,Out-migrants,4284,-801
"1979-01-01 00:00:00",Yukon,In-migrants,425,-100
"1979-01-01 00:00:00",Yukon,Out-migrants,525,-100
"1979-04-01 00:00:00",Alberta,Out-migrants,12984,5015
"1979-04-01 00:00:00",Alberta,In-migrants,17999,5015
"1979-04-01 00:00:00","British Columbia",Out-migrants,10387,5871
"1979-04-01 00:00:00","British Columbia",In-migrants,16258,5871
"1979-04-01 00:00:00",Canada,Out-migrants,79899,0
"1979-04-01 00:00:00",Canada,In-migrants,79899,0
"1979-04-01 00:00:00",Manitoba,Out-migrants,6632,-2546
"1979-04-01 00:00:00",Manitoba,In-migrants,4086,-2546
"1979-04-01 00:00:00","New Brunswick",In-migrants,3727,520
"1979-04-01 00:00:00","New Brunswick",Out-migrants,3207,520
"1979-04-01 00:00:00","Newfoundland and Labrador",Out-migrants,2311,-492
"1979-04-01 00:00:00","Newfoundland and Labrador",In-migrants,1819,-492
"1979-04-01 00:00:00","Northwest Territories including Nunavut",In-migrants,930,-190
"1979-04-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1120,-190
"1979-04-01 00:00:00","Nova Scotia",Out-migrants,4268,-280
"1979-04-01 00:00:00","Nova Scotia",In-migrants,3988,-280
"1979-04-01 00:00:00",Ontario,In-migrants,19140,-955
"1979-04-01 00:00:00",Ontario,Out-migrants,20095,-955
"1979-04-01 00:00:00","Prince Edward Island",Out-migrants,572,231
"1979-04-01 00:00:00","Prince Edward Island",In-migrants,803,231
"1979-04-01 00:00:00",Quebec,Out-migrants,12350,-6377
"1979-04-01 00:00:00",Quebec,In-migrants,5973,-6377
"1979-04-01 00:00:00",Saskatchewan,In-migrants,4570,-735
"1979-04-01 00:00:00",Saskatchewan,Out-migrants,5305,-735
"1979-04-01 00:00:00",Yukon,In-migrants,606,-62
"1979-04-01 00:00:00",Yukon,Out-migrants,668,-62
"1979-07-01 00:00:00",Alberta,Out-migrants,20920,18961
"1979-07-01 00:00:00",Alberta,In-migrants,39881,18961
"1979-07-01 00:00:00","British Columbia",Out-migrants,14357,16461
"1979-07-01 00:00:00","British Columbia",In-migrants,30818,16461
"1979-07-01 00:00:00",Canada,In-migrants,144951,0
"1979-07-01 00:00:00",Canada,Out-migrants,144951,0
"1979-07-01 00:00:00",Manitoba,Out-migrants,13162,-5430
"1979-07-01 00:00:00",Manitoba,In-migrants,7732,-5430
"1979-07-01 00:00:00","New Brunswick",In-migrants,5458,-1635
"1979-07-01 00:00:00","New Brunswick",Out-migrants,7093,-1635
"1979-07-01 00:00:00","Newfoundland and Labrador",In-migrants,3864,-852
"1979-07-01 00:00:00","Newfoundland and Labrador",Out-migrants,4716,-852
"1979-07-01 00:00:00","Northwest Territories including Nunavut",In-migrants,1426,-218
"1979-07-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,1644,-218
"1979-07-01 00:00:00","Nova Scotia",Out-migrants,8373,-690
"1979-07-01 00:00:00","Nova Scotia",In-migrants,7683,-690
"1979-07-01 00:00:00",Ontario,Out-migrants,42046,-13574
"1979-07-01 00:00:00",Ontario,In-migrants,28472,-13574
"1979-07-01 00:00:00","Prince Edward Island",Out-migrants,1629,-204
"1979-07-01 00:00:00","Prince Edward Island",In-migrants,1425,-204
"1979-07-01 00:00:00",Quebec,Out-migrants,20581,-11697
"1979-07-01 00:00:00",Quebec,In-migrants,8884,-11697
"1979-07-01 00:00:00",Saskatchewan,In-migrants,8406,-1071
"1979-07-01 00:00:00",Saskatchewan,Out-migrants,9477,-1071
"1979-07-01 00:00:00",Yukon,In-migrants,902,-51
"1979-07-01 00:00:00",Yukon,Out-migrants,953,-51
"1979-10-01 00:00:00",Alberta,Out-migrants,12471,9685
"1979-10-01 00:00:00",Alberta,In-migrants,22156,9685
"1979-10-01 00:00:00","British Columbia",Out-migrants,9043,7759
"1979-10-01 00:00:00","British Columbia",In-migrants,16802,7759
"1979-10-01 00:00:00",Canada,In-migrants,78273,0
"1979-10-01 00:00:00",Canada,Out-migrants,78273,0
"1979-10-01 00:00:00",Manitoba,Out-migrants,6768,-3015
"1979-10-01 00:00:00",Manitoba,In-migrants,3753,-3015
"1979-10-01 00:00:00","New Brunswick",In-migrants,2499,-996
"1979-10-01 00:00:00","New Brunswick",Out-migrants,3495,-996
"1979-10-01 00:00:00","Newfoundland and Labrador",In-migrants,1709,-1381
"1979-10-01 00:00:00","Newfoundland and Labrador",Out-migrants,3090,-1381
"1979-10-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,923,-334
"1979-10-01 00:00:00","Northwest Territories including Nunavut",In-migrants,589,-334
"1979-10-01 00:00:00","Nova Scotia",Out-migrants,4285,-646
"1979-10-01 00:00:00","Nova Scotia",In-migrants,3639,-646
"1979-10-01 00:00:00",Ontario,In-migrants,18171,-2200
"1979-10-01 00:00:00",Ontario,Out-migrants,20371,-2200
"1979-10-01 00:00:00","Prince Edward Island",Out-migrants,755,-168
"1979-10-01 00:00:00","Prince Edward Island",In-migrants,587,-168
"1979-10-01 00:00:00",Quebec,Out-migrants,11268,-7256
"1979-10-01 00:00:00",Quebec,In-migrants,4012,-7256
"1979-10-01 00:00:00",Saskatchewan,In-migrants,3917,-1166
"1979-10-01 00:00:00",Saskatchewan,Out-migrants,5083,-1166
"1979-10-01 00:00:00",Yukon,In-migrants,439,-282
"1979-10-01 00:00:00",Yukon,Out-migrants,721,-282
"1980-01-01 00:00:00",Alberta,Out-migrants,11282,6452
"1980-01-01 00:00:00",Alberta,In-migrants,17734,6452
"1980-01-01 00:00:00","British Columbia",Out-migrants,7881,5699
"1980-01-01 00:00:00","British Columbia",In-migrants,13580,5699
"1980-01-01 00:00:00",Canada,In-migrants,65511,0
"1980-01-01 00:00:00",Canada,Out-migrants,65511,0
"1980-01-01 00:00:00",Manitoba,Out-migrants,5316,-2187
"1980-01-01 00:00:00",Manitoba,In-migrants,3129,-2187
"1980-01-01 00:00:00","New Brunswick",In-migrants,2418,-346
"1980-01-01 00:00:00","New Brunswick",Out-migrants,2764,-346
"1980-01-01 00:00:00","Newfoundland and Labrador",Out-migrants,2403,-860
"1980-01-01 00:00:00","Newfoundland and Labrador",In-migrants,1543,-860
"1980-01-01 00:00:00","Northwest Territories including Nunavut",In-migrants,579,-237
"1980-01-01 00:00:00","Northwest Territories including Nunavut",Out-migrants,816,-237
"1980-01-01 00:00:00","Nova Scotia",Out-migrants,3516,-703
"1980-01-01 00:00:00","Nova Scotia",In-migrants,2813,-703
"1980-01-01 00:00:00",Ontario,In-migrants,15444,-1711
"1980-01-01 00:00:00",Ontario,Out-migrants,17155,-1711
"1980-01-01 00:00:00","Prince Edward Island",Out-migrants,581,-118
"1980-01-01 00:00:00","Prince Edward Island",In-migrants,463,-118
"1980-01-01 00:00:00",Quebec,In-migrants,3965,-4786
"1980-01-01 00:00:00",Quebec,Out-migrants,8751,-4786
"1980-01-01 00:00:00",Saskatchewan,In-migrants,3451,-1124
"1980-01-01 00:00:00",Saskatchewan,Out-migrants,4575,-1124
"1980-01-01 00:00:00",Yukon,In-migrants,392,-79
"1980-01-01 00:00:00",Yukon,Out-migrants,471,-79
"1980-04-01 00:00:00",Alberta,Out-migrants,14602,6337
"1980-04-01 00:00:00",Alberta,In-migrants,20939,6337
"1980-04-01 00:00:00","British Columbia",Out-migrants,9211,10245
"1980-04-01 00:00:00","British Columbia",In-migrants,19456,10245
"1980-04-01 00:00:00",Canada,In-migrants,82653,0
"1980-04-01 00:00:00",Canada,Out-migrants,82653,0
"1980-04-01 00:00:00",Manitoba,In-migrants,4076,-3232
"1980-04-01 00:00:00",Manitoba,Out-migrants,7308,-3232
"1980-04-01 00:00:00","New Brunswick",In-migrants,3480,216
