ref_date,region,status,population_change,annual_population_growth,percent_of_total_population,percent_of_population_change
"1974-01-01 00:00:00",Canada,Immigrants,45302,302079,0.20,15.00
"1974-01-01 00:00:00",Canada,"Net emigration",9249,302079,0.04,3.06
"1974-01-01 00:00:00",Canada,Emigrants,16430,302079,0.07,5.44
"1974-01-01 00:00:00",Canada,"Returning emigrants",7181,302079,0.03,2.38
"1974-01-01 00:00:00",Canada,"Net non-permanent residents",1954,302079,0.01,0.65
"1974-01-01 00:00:00","Newfoundland and Labrador",Immigrants,241,4124,0.04,5.84
"1974-01-01 00:00:00","Newfoundland and Labrador","Net emigration",61,4124,0.01,1.48
"1974-01-01 00:00:00","Newfoundland and Labrador",Emigrants,109,4124,0.02,2.64
"1974-01-01 00:00:00","Newfoundland and Labrador","Returning emigrants",48,4124,0.01,1.16
"1974-01-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",12,4124,0.00,0.29
"1974-01-01 00:00:00","Nova Scotia",Immigrants,546,7739,0.07,7.06
"1974-01-01 00:00:00","Nova Scotia","Net emigration",86,7739,0.01,1.11
"1974-01-01 00:00:00","Nova Scotia",Emigrants,153,7739,0.02,1.98
"1974-01-01 00:00:00","Nova Scotia","Returning emigrants",67,7739,0.01,0.87
"1974-01-01 00:00:00","Nova Scotia","Net non-permanent residents",79,7739,0.01,1.02
"1974-01-01 00:00:00","New Brunswick",Immigrants,490,8519,0.07,5.75
"1974-01-01 00:00:00","New Brunswick","Net emigration",154,8519,0.02,1.81
"1974-01-01 00:00:00","New Brunswick",Emigrants,276,8519,0.04,3.24
"1974-01-01 00:00:00","New Brunswick","Returning emigrants",122,8519,0.02,1.43
"1974-01-01 00:00:00","New Brunswick","Net non-permanent residents",35,8519,0.01,0.41
"1974-01-01 00:00:00",Manitoba,Immigrants,1624,9789,0.16,16.59
"1974-01-01 00:00:00",Manitoba,"Net emigration",337,9789,0.03,3.44
"1974-01-01 00:00:00",Manitoba,Emigrants,610,9789,0.06,6.23
"1974-01-01 00:00:00",Manitoba,"Returning emigrants",273,9789,0.03,2.79
"1974-01-01 00:00:00",Manitoba,"Net non-permanent residents",72,9789,0.01,0.74
"1974-01-01 00:00:00",Alberta,Immigrants,2736,29076,0.16,9.41
"1974-01-01 00:00:00",Alberta,"Net emigration",1157,29076,0.07,3.98
"1974-01-01 00:00:00",Alberta,Emigrants,2039,29076,0.12,7.01
"1974-01-01 00:00:00",Alberta,"Returning emigrants",882,29076,0.05,3.03
"1974-01-01 00:00:00",Alberta,"Net non-permanent residents",185,29076,0.01,0.64
"1974-01-01 00:00:00","British Columbia",Immigrants,6908,71765,0.29,9.63
"1974-01-01 00:00:00","British Columbia","Net emigration",1258,71765,0.05,1.75
"1974-01-01 00:00:00","British Columbia",Emigrants,2187,71765,0.09,3.05
"1974-01-01 00:00:00","British Columbia","Returning emigrants",929,71765,0.04,1.29
"1974-01-01 00:00:00","British Columbia","Net non-permanent residents",116,71765,0.00,0.16
"1974-01-01 00:00:00","Northwest Territories including Nunavut",Immigrants,43,832,0.11,5.17
"1974-01-01 00:00:00","Northwest Territories including Nunavut","Net emigration",5,832,0.01,0.60
"1974-01-01 00:00:00","Northwest Territories including Nunavut",Emigrants,8,832,0.02,0.96
"1974-01-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",3,832,0.01,0.36
"1974-01-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",6,832,0.01,0.72
"1974-04-01 00:00:00",Canada,Immigrants,58787,317882,0.26,18.49
"1974-04-01 00:00:00",Canada,"Net emigration",10275,317882,0.05,3.23
"1974-04-01 00:00:00",Canada,Emigrants,18682,317882,0.08,5.88
"1974-04-01 00:00:00",Canada,"Returning emigrants",8407,317882,0.04,2.64
"1974-04-01 00:00:00",Canada,"Net non-permanent residents",-3129,317882,0.01,-0.98
"1974-04-01 00:00:00","Newfoundland and Labrador",Immigrants,253,3359,0.05,7.53
"1974-04-01 00:00:00","Newfoundland and Labrador","Net emigration",68,3359,0.01,2.02
"1974-04-01 00:00:00","Newfoundland and Labrador",Emigrants,124,3359,0.02,3.69
"1974-04-01 00:00:00","Newfoundland and Labrador","Returning emigrants",56,3359,0.01,1.67
"1974-04-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",18,3359,0.00,0.54
"1974-04-01 00:00:00","Nova Scotia",Immigrants,749,6991,0.09,10.71
"1974-04-01 00:00:00","Nova Scotia","Net emigration",94,6991,0.01,1.34
"1974-04-01 00:00:00","Nova Scotia",Emigrants,173,6991,0.02,2.47
"1974-04-01 00:00:00","Nova Scotia","Returning emigrants",79,6991,0.01,1.13
"1974-04-01 00:00:00","Nova Scotia","Net non-permanent residents",-202,6991,0.02,-2.89
"1974-04-01 00:00:00","New Brunswick",Immigrants,638,6835,0.10,9.33
"1974-04-01 00:00:00","New Brunswick","Net emigration",169,6835,0.03,2.47
"1974-04-01 00:00:00","New Brunswick",Emigrants,313,6835,0.05,4.58
"1974-04-01 00:00:00","New Brunswick","Returning emigrants",144,6835,0.02,2.11
"1974-04-01 00:00:00","New Brunswick","Net non-permanent residents",-105,6835,0.02,-1.54
"1974-04-01 00:00:00",Manitoba,Immigrants,1994,10363,0.20,19.24
"1974-04-01 00:00:00",Manitoba,"Net emigration",375,10363,0.04,3.62
"1974-04-01 00:00:00",Manitoba,Emigrants,693,10363,0.07,6.69
"1974-04-01 00:00:00",Manitoba,"Returning emigrants",318,10363,0.03,3.07
"1974-04-01 00:00:00",Manitoba,"Net non-permanent residents",-36,10363,0.00,-0.35
"1974-04-01 00:00:00",Alberta,Immigrants,3684,29065,0.21,12.68
"1974-04-01 00:00:00",Alberta,"Net emigration",1286,29065,0.07,4.42
"1974-04-01 00:00:00",Alberta,Emigrants,2319,29065,0.13,7.98
"1974-04-01 00:00:00",Alberta,"Returning emigrants",1033,29065,0.06,3.55
"1974-04-01 00:00:00",Alberta,"Net non-permanent residents",-43,29065,0.00,-0.15
"1974-04-01 00:00:00","British Columbia",Immigrants,9147,74158,0.38,12.33
"1974-04-01 00:00:00","British Columbia","Net emigration",1402,74158,0.06,1.89
"1974-04-01 00:00:00","British Columbia",Emigrants,2493,74158,0.10,3.36
"1974-04-01 00:00:00","British Columbia","Returning emigrants",1091,74158,0.04,1.47
"1974-04-01 00:00:00","British Columbia","Net non-permanent residents",-587,74158,0.02,-0.79
"1974-04-01 00:00:00","Northwest Territories including Nunavut",Immigrants,57,404,0.14,14.11
"1974-04-01 00:00:00","Northwest Territories including Nunavut","Net emigration",6,404,0.01,1.49
"1974-04-01 00:00:00","Northwest Territories including Nunavut",Emigrants,9,404,0.02,2.23
"1974-04-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",3,404,0.01,0.74
"1974-04-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",7,404,0.02,1.73
"1974-07-01 00:00:00",Canada,Immigrants,62312,316192,0.27,19.71
"1974-07-01 00:00:00",Canada,"Net emigration",11548,316192,0.05,3.65
"1974-07-01 00:00:00",Canada,Emigrants,22047,316192,0.10,6.97
"1974-07-01 00:00:00",Canada,"Returning emigrants",10499,316192,0.05,3.32
"1974-07-01 00:00:00",Canada,"Net non-permanent residents",4773,316192,0.02,1.51
"1974-07-01 00:00:00","Newfoundland and Labrador",Immigrants,303,4043,0.06,7.49
"1974-07-01 00:00:00","Newfoundland and Labrador","Net emigration",75,4043,0.01,1.86
"1974-07-01 00:00:00","Newfoundland and Labrador",Emigrants,146,4043,0.03,3.61
"1974-07-01 00:00:00","Newfoundland and Labrador","Returning emigrants",71,4043,0.01,1.76
"1974-07-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",40,4043,0.01,0.99
"1974-07-01 00:00:00","Nova Scotia",Immigrants,721,6365,0.09,11.33
"1974-07-01 00:00:00","Nova Scotia","Net emigration",105,6365,0.01,1.65
"1974-07-01 00:00:00","Nova Scotia",Emigrants,203,6365,0.02,3.19
"1974-07-01 00:00:00","Nova Scotia","Returning emigrants",98,6365,0.01,1.54
"1974-07-01 00:00:00","Nova Scotia","Net non-permanent residents",102,6365,0.01,1.60
"1974-07-01 00:00:00","New Brunswick",Immigrants,660,8024,0.10,8.23
"1974-07-01 00:00:00","New Brunswick","Net emigration",192,8024,0.03,2.39
"1974-07-01 00:00:00","New Brunswick",Emigrants,370,8024,0.06,4.61
"1974-07-01 00:00:00","New Brunswick","Returning emigrants",178,8024,0.03,2.22
"1974-07-01 00:00:00","New Brunswick","Net non-permanent residents",134,8024,0.02,1.67
"1974-07-01 00:00:00",Manitoba,Immigrants,2020,10848,0.20,18.62
"1974-07-01 00:00:00",Manitoba,"Net emigration",421,10848,0.04,3.88
"1974-07-01 00:00:00",Manitoba,Emigrants,816,10848,0.08,7.52
"1974-07-01 00:00:00",Manitoba,"Returning emigrants",395,10848,0.04,3.64
"1974-07-01 00:00:00",Manitoba,"Net non-permanent residents",114,10848,0.01,1.05
"1974-07-01 00:00:00",Alberta,Immigrants,4244,29294,0.24,14.49
"1974-07-01 00:00:00",Alberta,"Net emigration",1448,29294,0.08,4.94
"1974-07-01 00:00:00",Alberta,Emigrants,2738,29294,0.16,9.35
"1974-07-01 00:00:00",Alberta,"Returning emigrants",1290,29294,0.07,4.40
"1974-07-01 00:00:00",Alberta,"Net non-permanent residents",423,29294,0.02,1.44
"1974-07-01 00:00:00","British Columbia",Immigrants,10251,75307,0.42,13.61
"1974-07-01 00:00:00","British Columbia","Net emigration",1584,75307,0.06,2.10
"1974-07-01 00:00:00","British Columbia",Emigrants,2952,75307,0.12,3.92
"1974-07-01 00:00:00","British Columbia","Returning emigrants",1368,75307,0.06,1.82
"1974-07-01 00:00:00","British Columbia","Net non-permanent residents",323,75307,0.01,0.43
"1974-07-01 00:00:00","Northwest Territories including Nunavut",Immigrants,49,378,0.12,12.96
"1974-07-01 00:00:00","Northwest Territories including Nunavut","Net emigration",6,378,0.01,1.59
"1974-07-01 00:00:00","Northwest Territories including Nunavut",Emigrants,11,378,0.03,2.91
"1974-07-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",5,378,0.01,1.32
"1974-07-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",-6,378,0.01,-1.59
"1974-10-01 00:00:00",Canada,Immigrants,52064,337052,0.23,15.45
"1974-10-01 00:00:00",Canada,"Net emigration",10948,337052,0.05,3.25
"1974-10-01 00:00:00",Canada,Emigrants,20890,337052,0.09,6.20
"1974-10-01 00:00:00",Canada,"Returning emigrants",9942,337052,0.04,2.95
"1974-10-01 00:00:00",Canada,"Net non-permanent residents",-5575,337052,0.02,-1.65
"1974-10-01 00:00:00","Newfoundland and Labrador",Immigrants,239,4791,0.04,4.99
"1974-10-01 00:00:00","Newfoundland and Labrador","Net emigration",71,4791,0.01,1.48
"1974-10-01 00:00:00","Newfoundland and Labrador",Emigrants,138,4791,0.03,2.88
"1974-10-01 00:00:00","Newfoundland and Labrador","Returning emigrants",67,4791,0.01,1.40
"1974-10-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-74,4791,0.01,-1.54
"1974-10-01 00:00:00","Nova Scotia",Immigrants,585,6900,0.07,8.48
"1974-10-01 00:00:00","Nova Scotia","Net emigration",101,6900,0.01,1.46
"1974-10-01 00:00:00","Nova Scotia",Emigrants,193,6900,0.02,2.80
"1974-10-01 00:00:00","Nova Scotia","Returning emigrants",92,6900,0.01,1.33
"1974-10-01 00:00:00","Nova Scotia","Net non-permanent residents",-43,6900,0.01,-0.62
"1974-10-01 00:00:00","New Brunswick",Immigrants,419,10813,0.06,3.87
"1974-10-01 00:00:00","New Brunswick","Net emigration",182,10813,0.03,1.68
"1974-10-01 00:00:00","New Brunswick",Emigrants,351,10813,0.05,3.25
"1974-10-01 00:00:00","New Brunswick","Returning emigrants",169,10813,0.03,1.56
"1974-10-01 00:00:00","New Brunswick","Net non-permanent residents",-70,10813,0.01,-0.65
"1974-10-01 00:00:00",Manitoba,Immigrants,1785,10046,0.18,17.77
"1974-10-01 00:00:00",Manitoba,"Net emigration",397,10046,0.04,3.95
"1974-10-01 00:00:00",Manitoba,Emigrants,771,10046,0.08,7.67
"1974-10-01 00:00:00",Manitoba,"Returning emigrants",374,10046,0.04,3.72
"1974-10-01 00:00:00",Manitoba,"Net non-permanent residents",-224,10046,0.02,-2.23
"1974-10-01 00:00:00",Alberta,Immigrants,3625,34484,0.20,10.51
"1974-10-01 00:00:00",Alberta,"Net emigration",1380,34484,0.08,4.00
"1974-10-01 00:00:00",Alberta,Emigrants,2606,34484,0.15,7.56
"1974-10-01 00:00:00",Alberta,"Returning emigrants",1226,34484,0.07,3.56
"1974-10-01 00:00:00",Alberta,"Net non-permanent residents",-708,34484,0.04,-2.05
"1974-10-01 00:00:00","British Columbia",Immigrants,8175,74464,0.33,10.98
"1974-10-01 00:00:00","British Columbia","Net emigration",1505,74464,0.06,2.02
"1974-10-01 00:00:00","British Columbia",Emigrants,2805,74464,0.11,3.77
"1974-10-01 00:00:00","British Columbia","Returning emigrants",1300,74464,0.05,1.75
"1974-10-01 00:00:00","British Columbia","Net non-permanent residents",-71,74464,0.00,-0.10
"1974-10-01 00:00:00","Northwest Territories including Nunavut",Immigrants,51,1109,0.12,4.60
"1974-10-01 00:00:00","Northwest Territories including Nunavut","Net emigration",6,1109,0.01,0.54
"1974-10-01 00:00:00","Northwest Territories including Nunavut",Emigrants,10,1109,0.02,0.90
"1974-10-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",4,1109,0.01,0.36
"1974-10-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",-11,1109,0.03,-0.99
"1975-01-01 00:00:00",Canada,Immigrants,43448,329652,0.19,13.18
"1975-01-01 00:00:00",Canada,"Net emigration",9426,329652,0.04,2.86
"1975-01-01 00:00:00",Canada,Emigrants,17989,329652,0.08,5.46
"1975-01-01 00:00:00",Canada,"Returning emigrants",8563,329652,0.04,2.60
"1975-01-01 00:00:00",Canada,"Net non-permanent residents",1910,329652,0.01,0.58
"1975-01-01 00:00:00","Newfoundland and Labrador",Immigrants,184,5705,0.03,3.23
"1975-01-01 00:00:00","Newfoundland and Labrador","Net emigration",61,5705,0.01,1.07
"1975-01-01 00:00:00","Newfoundland and Labrador",Emigrants,119,5705,0.02,2.09
"1975-01-01 00:00:00","Newfoundland and Labrador","Returning emigrants",58,5705,0.01,1.02
"1975-01-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",11,5705,0.00,0.19
"1975-01-01 00:00:00","Nova Scotia",Immigrants,447,6731,0.05,6.64
"1975-01-01 00:00:00","Nova Scotia","Net emigration",85,6731,0.01,1.26
"1975-01-01 00:00:00","Nova Scotia",Emigrants,166,6731,0.02,2.47
"1975-01-01 00:00:00","Nova Scotia","Returning emigrants",81,6731,0.01,1.20
"1975-01-01 00:00:00","Nova Scotia","Net non-permanent residents",76,6731,0.01,1.13
"1975-01-01 00:00:00","New Brunswick",Immigrants,467,10119,0.07,4.62
"1975-01-01 00:00:00","New Brunswick","Net emigration",157,10119,0.02,1.55
"1975-01-01 00:00:00","New Brunswick",Emigrants,302,10119,0.04,2.98
"1975-01-01 00:00:00","New Brunswick","Returning emigrants",145,10119,0.02,1.43
"1975-01-01 00:00:00","New Brunswick","Net non-permanent residents",34,10119,0.01,0.34
"1975-01-01 00:00:00",Manitoba,Immigrants,1571,7151,0.15,21.97
"1975-01-01 00:00:00",Manitoba,"Net emigration",340,7151,0.03,4.75
"1975-01-01 00:00:00",Manitoba,Emigrants,661,7151,0.06,9.24
"1975-01-01 00:00:00",Manitoba,"Returning emigrants",321,7151,0.03,4.49
"1975-01-01 00:00:00",Manitoba,"Net non-permanent residents",70,7151,0.01,0.98
"1975-01-01 00:00:00",Alberta,Immigrants,3213,42633,0.18,7.54
"1975-01-01 00:00:00",Alberta,"Net emigration",1193,42633,0.07,2.80
"1975-01-01 00:00:00",Alberta,Emigrants,2253,42633,0.13,5.28
"1975-01-01 00:00:00",Alberta,"Returning emigrants",1060,42633,0.06,2.49
"1975-01-01 00:00:00",Alberta,"Net non-permanent residents",182,42633,0.01,0.43
"1975-01-01 00:00:00","British Columbia",Immigrants,6971,69172,0.28,10.08
"1975-01-01 00:00:00","British Columbia","Net emigration",1300,69172,0.05,1.88
"1975-01-01 00:00:00","British Columbia",Emigrants,2423,69172,0.10,3.50
"1975-01-01 00:00:00","British Columbia","Returning emigrants",1123,69172,0.05,1.62
"1975-01-01 00:00:00","British Columbia","Net non-permanent residents",114,69172,0.00,0.16
"1975-01-01 00:00:00","Northwest Territories including Nunavut",Immigrants,43,1294,0.10,3.32
"1975-01-01 00:00:00","Northwest Territories including Nunavut","Net emigration",6,1294,0.01,0.46
"1975-01-01 00:00:00","Northwest Territories including Nunavut",Emigrants,9,1294,0.02,0.70
"1975-01-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",3,1294,0.01,0.23
"1975-01-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",5,1294,0.01,0.39
"1975-04-01 00:00:00",Canada,Immigrants,51459,325716,0.22,15.80
"1975-04-01 00:00:00",Canada,"Net emigration",8580,325716,0.04,2.63
"1975-04-01 00:00:00",Canada,Emigrants,17095,325716,0.07,5.25
"1975-04-01 00:00:00",Canada,"Returning emigrants",8515,325716,0.04,2.61
"1975-04-01 00:00:00",Canada,"Net non-permanent residents",6881,325716,0.03,2.11
"1975-04-01 00:00:00","Newfoundland and Labrador",Immigrants,269,6781,0.05,3.97
"1975-04-01 00:00:00","Newfoundland and Labrador","Net emigration",57,6781,0.01,0.84
"1975-04-01 00:00:00","Newfoundland and Labrador",Emigrants,113,6781,0.02,1.67
"1975-04-01 00:00:00","Newfoundland and Labrador","Returning emigrants",56,6781,0.01,0.83
"1975-04-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",100,6781,0.02,1.47
"1975-04-01 00:00:00","Nova Scotia",Immigrants,589,8103,0.07,7.27
"1975-04-01 00:00:00","Nova Scotia","Net emigration",77,8103,0.01,0.95
"1975-04-01 00:00:00","Nova Scotia",Emigrants,157,8103,0.02,1.94
"1975-04-01 00:00:00","Nova Scotia","Returning emigrants",80,8103,0.01,0.99
"1975-04-01 00:00:00","Nova Scotia","Net non-permanent residents",-11,8103,0.00,-0.14
"1975-04-01 00:00:00","New Brunswick",Immigrants,452,11358,0.07,3.98
"1975-04-01 00:00:00","New Brunswick","Net emigration",143,11358,0.02,1.26
"1975-04-01 00:00:00","New Brunswick",Emigrants,287,11358,0.04,2.53
"1975-04-01 00:00:00","New Brunswick","Returning emigrants",144,11358,0.02,1.27
"1975-04-01 00:00:00","New Brunswick","Net non-permanent residents",0,11358,0.00,0.00
"1975-04-01 00:00:00",Manitoba,Immigrants,1958,6456,0.19,30.33
"1975-04-01 00:00:00",Manitoba,"Net emigration",309,6456,0.03,4.79
"1975-04-01 00:00:00",Manitoba,Emigrants,628,6456,0.06,9.73
"1975-04-01 00:00:00",Manitoba,"Returning emigrants",319,6456,0.03,4.94
"1975-04-01 00:00:00",Manitoba,"Net non-permanent residents",274,6456,0.03,4.24
"1975-04-01 00:00:00",Alberta,Immigrants,4606,48122,0.26,9.57
"1975-04-01 00:00:00",Alberta,"Net emigration",1094,48122,0.06,2.27
"1975-04-01 00:00:00",Alberta,Emigrants,2150,48122,0.12,4.47
"1975-04-01 00:00:00",Alberta,"Returning emigrants",1056,48122,0.06,2.19
"1975-04-01 00:00:00",Alberta,"Net non-permanent residents",787,48122,0.04,1.64
"1975-04-01 00:00:00","British Columbia",Immigrants,8221,64121,0.33,12.82
"1975-04-01 00:00:00","British Columbia","Net emigration",1183,64121,0.05,1.84
"1975-04-01 00:00:00","British Columbia",Emigrants,2303,64121,0.09,3.59
"1975-04-01 00:00:00","British Columbia","Returning emigrants",1120,64121,0.04,1.75
"1975-04-01 00:00:00","British Columbia","Net non-permanent residents",408,64121,0.02,0.64
"1975-04-01 00:00:00","Northwest Territories including Nunavut",Immigrants,55,1659,0.13,3.32
"1975-04-01 00:00:00","Northwest Territories including Nunavut","Net emigration",5,1659,0.01,0.30
"1975-04-01 00:00:00","Northwest Territories including Nunavut",Emigrants,9,1659,0.02,0.54
"1975-04-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",4,1659,0.01,0.24
"1975-04-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",12,1659,0.03,0.72
"1975-07-01 00:00:00",Canada,Immigrants,54550,335306,0.24,16.27
"1975-07-01 00:00:00",Canada,"Net emigration",8720,335306,0.04,2.60
"1975-07-01 00:00:00",Canada,Emigrants,19095,335306,0.08,5.69
"1975-07-01 00:00:00",Canada,"Returning emigrants",10375,335306,0.04,3.09
"1975-07-01 00:00:00",Canada,"Net non-permanent residents",5188,335306,0.02,1.55
"1975-07-01 00:00:00","Newfoundland and Labrador",Immigrants,434,6892,0.08,6.30
"1975-07-01 00:00:00","Newfoundland and Labrador","Net emigration",57,6892,0.01,0.83
"1975-07-01 00:00:00","Newfoundland and Labrador",Emigrants,126,6892,0.02,1.83
"1975-07-01 00:00:00","Newfoundland and Labrador","Returning emigrants",69,6892,0.01,1.00
"1975-07-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",45,6892,0.01,0.65
"1975-07-01 00:00:00","Nova Scotia",Immigrants,695,7798,0.08,8.91
"1975-07-01 00:00:00","Nova Scotia","Net emigration",80,7798,0.01,1.03
"1975-07-01 00:00:00","Nova Scotia",Emigrants,176,7798,0.02,2.26
"1975-07-01 00:00:00","Nova Scotia","Returning emigrants",96,7798,0.01,1.23
"1975-07-01 00:00:00","Nova Scotia","Net non-permanent residents",110,7798,0.01,1.41
"1975-07-01 00:00:00","New Brunswick",Immigrants,666,12264,0.10,5.43
"1975-07-01 00:00:00","New Brunswick","Net emigration",146,12264,0.02,1.19
"1975-07-01 00:00:00","New Brunswick",Emigrants,321,12264,0.05,2.62
"1975-07-01 00:00:00","New Brunswick","Returning emigrants",175,12264,0.03,1.43
"1975-07-01 00:00:00","New Brunswick","Net non-permanent residents",148,12264,0.02,1.21
"1975-07-01 00:00:00",Manitoba,Immigrants,2109,6769,0.21,31.16
"1975-07-01 00:00:00",Manitoba,"Net emigration",312,6769,0.03,4.61
"1975-07-01 00:00:00",Manitoba,Emigrants,700,6769,0.07,10.34
"1975-07-01 00:00:00",Manitoba,"Returning emigrants",388,6769,0.04,5.73
"1975-07-01 00:00:00",Manitoba,"Net non-permanent residents",123,6769,0.01,1.82
"1975-07-01 00:00:00",Alberta,Immigrants,4981,54068,0.28,9.21
"1975-07-01 00:00:00",Alberta,"Net emigration",1128,54068,0.06,2.09
"1975-07-01 00:00:00",Alberta,Emigrants,2410,54068,0.13,4.46
"1975-07-01 00:00:00",Alberta,"Returning emigrants",1282,54068,0.07,2.37
"1975-07-01 00:00:00",Alberta,"Net non-permanent residents",461,54068,0.03,0.85
"1975-07-01 00:00:00","British Columbia",Immigrants,8455,56986,0.34,14.84
"1975-07-01 00:00:00","British Columbia","Net emigration",1202,56986,0.05,2.11
"1975-07-01 00:00:00","British Columbia",Emigrants,2573,56986,0.10,4.52
"1975-07-01 00:00:00","British Columbia","Returning emigrants",1371,56986,0.05,2.41
"1975-07-01 00:00:00","British Columbia","Net non-permanent residents",351,56986,0.01,0.62
"1975-07-01 00:00:00","Northwest Territories including Nunavut",Immigrants,44,1718,0.10,2.56
"1975-07-01 00:00:00","Northwest Territories including Nunavut","Net emigration",4,1718,0.01,0.23
"1975-07-01 00:00:00","Northwest Territories including Nunavut",Emigrants,10,1718,0.02,0.58
"1975-07-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",6,1718,0.01,0.35
"1975-07-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",-6,1718,0.01,-0.35
"1975-10-01 00:00:00",Canada,Immigrants,38424,333195,0.17,11.53
"1975-10-01 00:00:00",Canada,"Net emigration",7554,333195,0.03,2.27
"1975-10-01 00:00:00",Canada,Emigrants,16537,333195,0.07,4.96
"1975-10-01 00:00:00",Canada,"Returning emigrants",8983,333195,0.04,2.70
"1975-10-01 00:00:00",Canada,"Net non-permanent residents",-6048,333195,0.03,-1.82
"1975-10-01 00:00:00","Newfoundland and Labrador",Immigrants,219,7392,0.04,2.96
"1975-10-01 00:00:00","Newfoundland and Labrador","Net emigration",50,7392,0.01,0.68
"1975-10-01 00:00:00","Newfoundland and Labrador",Emigrants,110,7392,0.02,1.49
"1975-10-01 00:00:00","Newfoundland and Labrador","Returning emigrants",60,7392,0.01,0.81
"1975-10-01 00:00:00","Newfoundland and Labrador","Net non-permanent residents",-82,7392,0.01,-1.11
"1975-10-01 00:00:00","Nova Scotia",Immigrants,393,9100,0.05,4.32
"1975-10-01 00:00:00","Nova Scotia","Net emigration",69,9100,0.01,0.76
"1975-10-01 00:00:00","Nova Scotia",Emigrants,152,9100,0.02,1.67
"1975-10-01 00:00:00","Nova Scotia","Returning emigrants",83,9100,0.01,0.91
"1975-10-01 00:00:00","Nova Scotia","Net non-permanent residents",-46,9100,0.01,-0.51
"1975-10-01 00:00:00","New Brunswick",Immigrants,508,12580,0.07,4.04
"1975-10-01 00:00:00","New Brunswick","Net emigration",126,12580,0.02,1.00
"1975-10-01 00:00:00","New Brunswick",Emigrants,278,12580,0.04,2.21
"1975-10-01 00:00:00","New Brunswick","Returning emigrants",152,12580,0.02,1.21
"1975-10-01 00:00:00","New Brunswick","Net non-permanent residents",-78,12580,0.01,-0.62
"1975-10-01 00:00:00",Manitoba,Immigrants,1496,7139,0.15,20.96
"1975-10-01 00:00:00",Manitoba,"Net emigration",270,7139,0.03,3.78
"1975-10-01 00:00:00",Manitoba,Emigrants,604,7139,0.06,8.46
"1975-10-01 00:00:00",Manitoba,"Returning emigrants",334,7139,0.03,4.68
"1975-10-01 00:00:00",Manitoba,"Net non-permanent residents",-242,7139,0.02,-3.39
"1975-10-01 00:00:00",Alberta,Immigrants,3477,55171,0.19,6.30
"1975-10-01 00:00:00",Alberta,"Net emigration",982,55171,0.05,1.78
"1975-10-01 00:00:00",Alberta,Emigrants,2098,55171,0.11,3.80
"1975-10-01 00:00:00",Alberta,"Returning emigrants",1116,55171,0.06,2.02
"1975-10-01 00:00:00",Alberta,"Net non-permanent residents",-770,55171,0.04,-1.40
"1975-10-01 00:00:00","British Columbia",Immigrants,5625,49355,0.22,11.40
"1975-10-01 00:00:00","British Columbia","Net emigration",1041,49355,0.04,2.11
"1975-10-01 00:00:00","British Columbia",Emigrants,2228,49355,0.09,4.51
"1975-10-01 00:00:00","British Columbia","Returning emigrants",1187,49355,0.05,2.41
"1975-10-01 00:00:00","British Columbia","Net non-permanent residents",-77,49355,0.00,-0.16
"1975-10-01 00:00:00","Northwest Territories including Nunavut",Immigrants,51,1884,0.12,2.71
"1975-10-01 00:00:00","Northwest Territories including Nunavut","Net emigration",3,1884,0.01,0.16
"1975-10-01 00:00:00","Northwest Territories including Nunavut",Emigrants,8,1884,0.02,0.42
"1975-10-01 00:00:00","Northwest Territories including Nunavut","Returning emigrants",5,1884,0.01,0.27
"1975-10-01 00:00:00","Northwest Territories including Nunavut","Net non-permanent residents",-11,1884,0.03,-0.58
"1976-01-01 00:00:00",Canada,Immigrants,32359,325007,0.14,9.96
"1976-01-01 00:00:00",Canada,"Net emigration",6510,325007,0.03,2.00
"1976-01-01 00:00:00",Canada,Emigrants,14250,325007,0.06,4.38
"1976-01-01 00:00:00",Canada,"Returning emigrants",7740,325007,0.03,2.38
"1976-01-01 00:00:00",Canada,"Net non-permanent residents",2070,325007,0.01,0.64
"1976-01-01 00:00:00","Newfoundland and Labrador",Immigrants,177,7212,0.03,2.45
"1976-01-01 00:00:00","Newfoundland and Labrador","Net emigration",44,7212,0.01,0.61
