REF_DATE,GEO,DGUID,Components of population growth,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1980-01,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,34349,,,,0
1980-01,Canada,2016A000011124,Net emigration,Persons,249,units,0,v1566834788,1.6,3886,,,,0
1980-01,Canada,2016A000011124,Emigrants,Persons,249,units,0,v29850343,1.2,9376,,,,0
1980-01,Canada,2016A000011124,Returning emigrants,Persons,249,units,0,v29850344,1.3,5490,,,,0
1980-01,Canada,2016A000011124,Net non-permanent residents,Persons,249,units,0,v29850346,1.5,2075,,,,0
1980-01,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,111,,,,0
1980-01,Newfoundland and Labrador,2016A000210,Net emigration,Persons,249,units,0,v1566834789,2.6,24,,,,0
1980-01,Newfoundland and Labrador,2016A000210,Emigrants,Persons,249,units,0,v29850348,2.2,60,,,,0
1980-01,Newfoundland and Labrador,2016A000210,Returning emigrants,Persons,249,units,0,v29850349,2.3,36,,,,0
1980-01,Newfoundland and Labrador,2016A000210,Net non-permanent residents,Persons,249,units,0,v29850351,2.5,14,,,,0
1980-01,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,47,,,,0
1980-01,Prince Edward Island,2016A000211,Net emigration,Persons,249,units,0,v1566834790,3.6,6,,,,0
1980-01,Prince Edward Island,2016A000211,Emigrants,Persons,249,units,0,v29850353,3.2,15,,,,0
1980-01,Prince Edward Island,2016A000211,Returning emigrants,Persons,249,units,0,v29850354,3.3,9,,,,0
1980-01,Prince Edward Island,2016A000211,Net non-permanent residents,Persons,249,units,0,v29850356,3.5,1,,,,0
1980-01,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,364,,,,0
1980-01,Nova Scotia,2016A000212,Net emigration,Persons,249,units,0,v1566834791,4.6,34,,,,0
1980-01,Nova Scotia,2016A000212,Emigrants,Persons,249,units,0,v29850358,4.2,83,,,,0
1980-01,Nova Scotia,2016A000212,Returning emigrants,Persons,249,units,0,v29850359,4.3,49,,,,0
1980-01,Nova Scotia,2016A000212,Net non-permanent residents,Persons,249,units,0,v29850361,4.5,76,,,,0
1980-01,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,443,,,,0
1980-01,New Brunswick,2016A000213,Net emigration,Persons,249,units,0,v1566834792,5.6,62,,,,0
1980-01,New Brunswick,2016A000213,Emigrants,Persons,249,units,0,v29850363,5.2,154,,,,0
1980-01,New Brunswick,2016A000213,Returning emigrants,Persons,249,units,0,v29850364,5.3,92,,,,0
1980-01,New Brunswick,2016A000213,Net non-permanent residents,Persons,249,units,0,v29850366,5.5,40,,,,0
1980-01,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,6604,,,,0
1980-01,Quebec,2016A000224,Net emigration,Persons,249,units,0,v1566834793,6.6,623,,,,0
1980-01,Quebec,2016A000224,Emigrants,Persons,249,units,0,v29850368,6.2,1537,,,,0
1980-01,Quebec,2016A000224,Returning emigrants,Persons,249,units,0,v29850369,6.3,914,,,,0
1980-01,Quebec,2016A000224,Net non-permanent residents,Persons,249,units,0,v29850371,6.5,459,,,,0
1980-01,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,15470,,,,0
1980-01,Ontario,2016A000235,Net emigration,Persons,249,units,0,v1566834794,7.6,1809,,,,0
1980-01,Ontario,2016A000235,Emigrants,Persons,249,units,0,v29850373,7.2,4414,,,,0
1980-01,Ontario,2016A000235,Returning emigrants,Persons,249,units,0,v29850374,7.3,2605,,,,0
1980-01,Ontario,2016A000235,Net non-permanent residents,Persons,249,units,0,v29850376,7.5,986,,,,0
1980-01,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1773,,,,0
1980-01,Manitoba,2016A000246,Net emigration,Persons,249,units,0,v1566834795,8.6,129,,,,0
1980-01,Manitoba,2016A000246,Emigrants,Persons,249,units,0,v29850378,8.2,326,,,,0
1980-01,Manitoba,2016A000246,Returning emigrants,Persons,249,units,0,v29850379,8.3,197,,,,0
1980-01,Manitoba,2016A000246,Net non-permanent residents,Persons,249,units,0,v29850381,8.5,75,,,,0
1980-01,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,884,,,,0
1980-01,Saskatchewan,2016A000247,Net emigration,Persons,249,units,0,v1566834796,9.6,68,,,,0
1980-01,Saskatchewan,2016A000247,Emigrants,Persons,249,units,0,v29850383,9.2,167,,,,0
1980-01,Saskatchewan,2016A000247,Returning emigrants,Persons,249,units,0,v29850384,9.3,99,,,,0
1980-01,Saskatchewan,2016A000247,Net non-permanent residents,Persons,249,units,0,v29850386,9.5,101,,,,0
1980-01,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,3508,,,,0
1980-01,Alberta,2016A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,580,,,,0
1980-01,Alberta,2016A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1316,,,,0
1980-01,Alberta,2016A000248,Returning emigrants,Persons,249,units,0,v29850389,10.3,736,,,,0
1980-01,Alberta,2016A000248,Net non-permanent residents,Persons,249,units,0,v29850391,10.5,200,,,,0
1980-01,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,5106,,,,0
1980-01,British Columbia,2016A000259,Net emigration,Persons,249,units,0,v1566834798,11.6,543,,,,0
1980-01,British Columbia,2016A000259,Emigrants,Persons,249,units,0,v29850393,11.2,1286,,,,0
1980-01,British Columbia,2016A000259,Returning emigrants,Persons,249,units,0,v29850394,11.3,743,,,,0
1980-01,British Columbia,2016A000259,Net non-permanent residents,Persons,249,units,0,v29850396,11.5,122,,,,0
1980-01,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,22,,,,0
1980-01,Yukon,2016A000260,Net emigration,Persons,249,units,0,v1566834799,12.6,6,,,,0
1980-01,Yukon,2016A000260,Emigrants,Persons,249,units,0,v29850398,12.2,13,,,,0
1980-01,Yukon,2016A000260,Returning emigrants,Persons,249,units,0,v29850399,12.3,7,,,,0
1980-01,Yukon,2016A000260,Net non-permanent residents,Persons,249,units,0,v29850401,12.5,-3,,,,0
1980-01,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,17,,,,0
1980-01,Northwest Territories including Nunavut,,Net emigration,Persons,249,units,0,v1566834800,13.6,2,,,,0
1980-01,Northwest Territories including Nunavut,,Emigrants,Persons,249,units,0,v29850403,13.2,5,,,,0
1980-01,Northwest Territories including Nunavut,,Returning emigrants,Persons,249,units,0,v29850404,13.3,3,,,,0
1980-01,Northwest Territories including Nunavut,,Net non-permanent residents,Persons,249,units,0,v29850406,13.5,4,,,,0
1980-04,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,40194,,,,0
1980-04,Canada,2016A000011124,Net emigration,Persons,249,units,0,v1566834788,1.6,4445,,,,0
1980-04,Canada,2016A000011124,Emigrants,Persons,249,units,0,v29850343,1.2,11076,,,,0
1980-04,Canada,2016A000011124,Returning emigrants,Persons,249,units,0,v29850344,1.3,6631,,,,0
1980-04,Canada,2016A000011124,Net non-permanent residents,Persons,249,units,0,v29850346,1.5,13755,,,,0
1980-04,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,186,,,,0
1980-04,Newfoundland and Labrador,2016A000210,Net emigration,Persons,249,units,0,v1566834789,2.6,27,,,,0
1980-04,Newfoundland and Labrador,2016A000210,Emigrants,Persons,249,units,0,v29850348,2.2,70,,,,0
1980-04,Newfoundland and Labrador,2016A000210,Returning emigrants,Persons,249,units,0,v29850349,2.3,43,,,,0
1980-04,Newfoundland and Labrador,2016A000210,Net non-permanent residents,Persons,249,units,0,v29850351,2.5,170,,,,0
1980-04,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,57,,,,0
1980-04,Prince Edward Island,2016A000211,Net emigration,Persons,249,units,0,v1566834790,3.6,7,,,,0
1980-04,Prince Edward Island,2016A000211,Emigrants,Persons,249,units,0,v29850353,3.2,17,,,,0
1980-04,Prince Edward Island,2016A000211,Returning emigrants,Persons,249,units,0,v29850354,3.3,10,,,,0
1980-04,Prince Edward Island,2016A000211,Net non-permanent residents,Persons,249,units,0,v29850356,3.5,18,,,,0
1980-04,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,630,,,,0
1980-04,Nova Scotia,2016A000212,Net emigration,Persons,249,units,0,v1566834791,4.6,38,,,,0
1980-04,Nova Scotia,2016A000212,Emigrants,Persons,249,units,0,v29850358,4.2,98,,,,0
1980-04,Nova Scotia,2016A000212,Returning emigrants,Persons,249,units,0,v29850359,4.3,60,,,,0
1980-04,Nova Scotia,2016A000212,Net non-permanent residents,Persons,249,units,0,v29850361,4.5,99,,,,0
1980-04,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,303,,,,0
1980-04,New Brunswick,2016A000213,Net emigration,Persons,249,units,0,v1566834792,5.6,70,,,,0
1980-04,New Brunswick,2016A000213,Emigrants,Persons,249,units,0,v29850363,5.2,182,,,,0
1980-04,New Brunswick,2016A000213,Returning emigrants,Persons,249,units,0,v29850364,5.3,112,,,,0
1980-04,New Brunswick,2016A000213,Net non-permanent residents,Persons,249,units,0,v29850366,5.5,68,,,,0
1980-04,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,5891,,,,0
1980-04,Quebec,2016A000224,Net emigration,Persons,249,units,0,v1566834793,6.6,700,,,,0
1980-04,Quebec,2016A000224,Emigrants,Persons,249,units,0,v29850368,6.2,1813,,,,0
1980-04,Quebec,2016A000224,Returning emigrants,Persons,249,units,0,v29850369,6.3,1113,,,,0
1980-04,Quebec,2016A000224,Net non-permanent residents,Persons,249,units,0,v29850371,6.5,2184,,,,0
1980-04,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,17530,,,,0
1980-04,Ontario,2016A000235,Net emigration,Persons,249,units,0,v1566834794,7.6,2073,,,,0
1980-04,Ontario,2016A000235,Emigrants,Persons,249,units,0,v29850373,7.2,5206,,,,0
1980-04,Ontario,2016A000235,Returning emigrants,Persons,249,units,0,v29850374,7.3,3133,,,,0
1980-04,Ontario,2016A000235,Net non-permanent residents,Persons,249,units,0,v29850376,7.5,7881,,,,0
1980-04,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2261,,,,0
1980-04,Manitoba,2016A000246,Net emigration,Persons,249,units,0,v1566834795,8.6,149,,,,0
1980-04,Manitoba,2016A000246,Emigrants,Persons,249,units,0,v29850378,8.2,384,,,,0
1980-04,Manitoba,2016A000246,Returning emigrants,Persons,249,units,0,v29850379,8.3,235,,,,0
1980-04,Manitoba,2016A000246,Net non-permanent residents,Persons,249,units,0,v29850381,8.5,481,,,,0
1980-04,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,987,,,,0
1980-04,Saskatchewan,2016A000247,Net emigration,Persons,249,units,0,v1566834796,9.6,76,,,,0
1980-04,Saskatchewan,2016A000247,Emigrants,Persons,249,units,0,v29850383,9.2,196,,,,0
1980-04,Saskatchewan,2016A000247,Returning emigrants,Persons,249,units,0,v29850384,9.3,120,,,,0
1980-04,Saskatchewan,2016A000247,Net non-permanent residents,Persons,249,units,0,v29850386,9.5,314,,,,0
1980-04,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5327,,,,0
1980-04,Alberta,2016A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,673,,,,0
1980-04,Alberta,2016A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1565,,,,0
1980-04,Alberta,2016A000248,Returning emigrants,Persons,249,units,0,v29850389,10.3,892,,,,0
1980-04,Alberta,2016A000248,Net non-permanent residents,Persons,249,units,0,v29850391,10.5,1396,,,,0
1980-04,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,6959,,,,0
1980-04,British Columbia,2016A000259,Net emigration,Persons,249,units,0,v1566834798,11.6,623,,,,0
1980-04,British Columbia,2016A000259,Emigrants,Persons,249,units,0,v29850393,11.2,1524,,,,0
1980-04,British Columbia,2016A000259,Returning emigrants,Persons,249,units,0,v29850394,11.3,901,,,,0
1980-04,British Columbia,2016A000259,Net non-permanent residents,Persons,249,units,0,v29850396,11.5,1058,,,,0
1980-04,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,25,,,,0
1980-04,Yukon,2016A000260,Net emigration,Persons,249,units,0,v1566834799,12.6,6,,,,0
1980-04,Yukon,2016A000260,Emigrants,Persons,249,units,0,v29850398,12.2,15,,,,0
1980-04,Yukon,2016A000260,Returning emigrants,Persons,249,units,0,v29850399,12.3,9,,,,0
1980-04,Yukon,2016A000260,Net non-permanent residents,Persons,249,units,0,v29850401,12.5,77,,,,0
1980-04,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,38,,,,0
1980-04,Northwest Territories including Nunavut,,Net emigration,Persons,249,units,0,v1566834800,13.6,3,,,,0
1980-04,Northwest Territories including Nunavut,,Emigrants,Persons,249,units,0,v29850403,13.2,6,,,,0
1980-04,Northwest Territories including Nunavut,,Returning emigrants,Persons,249,units,0,v29850404,13.3,3,,,,0
1980-04,Northwest Territories including Nunavut,,Net non-permanent residents,Persons,249,units,0,v29850406,13.5,9,,,,0
1980-07,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,37376,,,,0
1980-07,Canada,2016A000011124,Net emigration,Persons,249,units,0,v1566834788,1.6,5348,,,,0
1980-07,Canada,2016A000011124,Emigrants,Persons,249,units,0,v29850343,1.2,14255,,,,0
1980-07,Canada,2016A000011124,Returning emigrants,Persons,249,units,0,v29850344,1.3,8907,,,,0
1980-07,Canada,2016A000011124,Net non-permanent residents,Persons,249,units,0,v29850346,1.5,5966,,,,0
1980-07,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,143,,,,0
1980-07,Newfoundland and Labrador,2016A000210,Net emigration,Persons,249,units,0,v1566834789,2.6,32,,,,0
1980-07,Newfoundland and Labrador,2016A000210,Emigrants,Persons,249,units,0,v29850348,2.2,90,,,,0
1980-07,Newfoundland and Labrador,2016A000210,Returning emigrants,Persons,249,units,0,v29850349,2.3,58,,,,0
1980-07,Newfoundland and Labrador,2016A000210,Net non-permanent residents,Persons,249,units,0,v29850351,2.5,55,,,,0
1980-07,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,42,,,,0
1980-07,Prince Edward Island,2016A000211,Net emigration,Persons,249,units,0,v1566834790,3.6,9,,,,0
1980-07,Prince Edward Island,2016A000211,Emigrants,Persons,249,units,0,v29850353,3.2,22,,,,0
1980-07,Prince Edward Island,2016A000211,Returning emigrants,Persons,249,units,0,v29850354,3.3,13,,,,0
1980-07,Prince Edward Island,2016A000211,Net non-permanent residents,Persons,249,units,0,v29850356,3.5,2,,,,0
1980-07,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,380,,,,0
1980-07,Nova Scotia,2016A000212,Net emigration,Persons,249,units,0,v1566834791,4.6,44,,,,0
1980-07,Nova Scotia,2016A000212,Emigrants,Persons,249,units,0,v29850358,4.2,127,,,,0
1980-07,Nova Scotia,2016A000212,Returning emigrants,Persons,249,units,0,v29850359,4.3,83,,,,0
1980-07,Nova Scotia,2016A000212,Net non-permanent residents,Persons,249,units,0,v29850361,4.5,118,,,,0
1980-07,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,270,,,,0
1980-07,New Brunswick,2016A000213,Net emigration,Persons,249,units,0,v1566834792,5.6,79,,,,0
1980-07,New Brunswick,2016A000213,Emigrants,Persons,249,units,0,v29850363,5.2,233,,,,0
1980-07,New Brunswick,2016A000213,Returning emigrants,Persons,249,units,0,v29850364,5.3,154,,,,0
1980-07,New Brunswick,2016A000213,Net non-permanent residents,Persons,249,units,0,v29850366,5.5,181,,,,0
1980-07,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,5033,,,,0
1980-07,Quebec,2016A000224,Net emigration,Persons,249,units,0,v1566834793,6.6,811,,,,0
1980-07,Quebec,2016A000224,Emigrants,Persons,249,units,0,v29850368,6.2,2330,,,,0
1980-07,Quebec,2016A000224,Returning emigrants,Persons,249,units,0,v29850369,6.3,1519,,,,0
1980-07,Quebec,2016A000224,Net non-permanent residents,Persons,249,units,0,v29850371,6.5,1335,,,,0
1980-07,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,15778,,,,0
1980-07,Ontario,2016A000235,Net emigration,Persons,249,units,0,v1566834794,7.6,2508,,,,0
1980-07,Ontario,2016A000235,Emigrants,Persons,249,units,0,v29850373,7.2,6689,,,,0
1980-07,Ontario,2016A000235,Returning emigrants,Persons,249,units,0,v29850374,7.3,4181,,,,0
1980-07,Ontario,2016A000235,Net non-permanent residents,Persons,249,units,0,v29850376,7.5,3057,,,,0
1980-07,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,2099,,,,0
1980-07,Manitoba,2016A000246,Net emigration,Persons,249,units,0,v1566834795,8.6,184,,,,0
1980-07,Manitoba,2016A000246,Emigrants,Persons,249,units,0,v29850378,8.2,493,,,,0
1980-07,Manitoba,2016A000246,Returning emigrants,Persons,249,units,0,v29850379,8.3,309,,,,0
1980-07,Manitoba,2016A000246,Net non-permanent residents,Persons,249,units,0,v29850381,8.5,138,,,,0
1980-07,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,1028,,,,0
1980-07,Saskatchewan,2016A000247,Net emigration,Persons,249,units,0,v1566834796,9.6,89,,,,0
1980-07,Saskatchewan,2016A000247,Emigrants,Persons,249,units,0,v29850383,9.2,252,,,,0
1980-07,Saskatchewan,2016A000247,Returning emigrants,Persons,249,units,0,v29850384,9.3,163,,,,0
1980-07,Saskatchewan,2016A000247,Net non-permanent residents,Persons,249,units,0,v29850386,9.5,155,,,,0
1980-07,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,5754,,,,0
1980-07,Alberta,2016A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,830,,,,0
1980-07,Alberta,2016A000248,Emigrants,Persons,249,units,0,v29850388,10.2,2026,,,,0
1980-07,Alberta,2016A000248,Returning emigrants,Persons,249,units,0,v29850389,10.3,1196,,,,0
1980-07,Alberta,2016A000248,Net non-permanent residents,Persons,249,units,0,v29850391,10.5,535,,,,0
1980-07,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,6795,,,,0
1980-07,British Columbia,2016A000259,Net emigration,Persons,249,units,0,v1566834798,11.6,750,,,,0
1980-07,British Columbia,2016A000259,Emigrants,Persons,249,units,0,v29850393,11.2,1967,,,,0
1980-07,British Columbia,2016A000259,Returning emigrants,Persons,249,units,0,v29850394,11.3,1217,,,,0
1980-07,British Columbia,2016A000259,Net non-permanent residents,Persons,249,units,0,v29850396,11.5,399,,,,0
1980-07,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,23,,,,0
1980-07,Yukon,2016A000260,Net emigration,Persons,249,units,0,v1566834799,12.6,9,,,,0
1980-07,Yukon,2016A000260,Emigrants,Persons,249,units,0,v29850398,12.2,19,,,,0
1980-07,Yukon,2016A000260,Returning emigrants,Persons,249,units,0,v29850399,12.3,10,,,,0
1980-07,Yukon,2016A000260,Net non-permanent residents,Persons,249,units,0,v29850401,12.5,-5,,,,0
1980-07,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,31,,,,0
1980-07,Northwest Territories including Nunavut,,Net emigration,Persons,249,units,0,v1566834800,13.6,3,,,,0
1980-07,Northwest Territories including Nunavut,,Emigrants,Persons,249,units,0,v29850403,13.2,7,,,,0
1980-07,Northwest Territories including Nunavut,,Returning emigrants,Persons,249,units,0,v29850404,13.3,4,,,,0
1980-07,Northwest Territories including Nunavut,,Net non-permanent residents,Persons,249,units,0,v29850406,13.5,-4,,,,0
1980-10,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,31579,,,,0
1980-10,Canada,2016A000011124,Net emigration,Persons,249,units,0,v1566834788,1.6,3944,,,,0
1980-10,Canada,2016A000011124,Emigrants,Persons,249,units,0,v29850343,1.2,10518,,,,0
1980-10,Canada,2016A000011124,Returning emigrants,Persons,249,units,0,v29850344,1.3,6574,,,,0
1980-10,Canada,2016A000011124,Net non-permanent residents,Persons,249,units,0,v29850346,1.5,-6927,,,,0
1980-10,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,101,,,,0
1980-10,Newfoundland and Labrador,2016A000210,Net emigration,Persons,249,units,0,v1566834789,2.6,24,,,,0
1980-10,Newfoundland and Labrador,2016A000210,Emigrants,Persons,249,units,0,v29850348,2.2,66,,,,0
1980-10,Newfoundland and Labrador,2016A000210,Returning emigrants,Persons,249,units,0,v29850349,2.3,42,,,,0
1980-10,Newfoundland and Labrador,2016A000210,Net non-permanent residents,Persons,249,units,0,v29850351,2.5,-101,,,,0
1980-10,Prince Edward Island,2016A000211,Immigrants,Persons,249,units,0,v29850352,3.1,44,,,,0
1980-10,Prince Edward Island,2016A000211,Net emigration,Persons,249,units,0,v1566834790,3.6,7,,,,0
1980-10,Prince Edward Island,2016A000211,Emigrants,Persons,249,units,0,v29850353,3.2,16,,,,0
1980-10,Prince Edward Island,2016A000211,Returning emigrants,Persons,249,units,0,v29850354,3.3,9,,,,0
1980-10,Prince Edward Island,2016A000211,Net non-permanent residents,Persons,249,units,0,v29850356,3.5,-11,,,,0
1980-10,Nova Scotia,2016A000212,Immigrants,Persons,249,units,0,v29850357,4.1,257,,,,0
1980-10,Nova Scotia,2016A000212,Net emigration,Persons,249,units,0,v1566834791,4.6,32,,,,0
1980-10,Nova Scotia,2016A000212,Emigrants,Persons,249,units,0,v29850358,4.2,92,,,,0
1980-10,Nova Scotia,2016A000212,Returning emigrants,Persons,249,units,0,v29850359,4.3,60,,,,0
1980-10,Nova Scotia,2016A000212,Net non-permanent residents,Persons,249,units,0,v29850361,4.5,-50,,,,0
1980-10,New Brunswick,2016A000213,Immigrants,Persons,249,units,0,v29850362,5.1,198,,,,0
1980-10,New Brunswick,2016A000213,Net emigration,Persons,249,units,0,v1566834792,5.6,59,,,,0
1980-10,New Brunswick,2016A000213,Emigrants,Persons,249,units,0,v29850363,5.2,172,,,,0
1980-10,New Brunswick,2016A000213,Returning emigrants,Persons,249,units,0,v29850364,5.3,113,,,,0
1980-10,New Brunswick,2016A000213,Net non-permanent residents,Persons,249,units,0,v29850366,5.5,-95,,,,0
1980-10,Quebec,2016A000224,Immigrants,Persons,249,units,0,v29850367,6.1,5063,,,,0
1980-10,Quebec,2016A000224,Net emigration,Persons,249,units,0,v1566834793,6.6,597,,,,0
1980-10,Quebec,2016A000224,Emigrants,Persons,249,units,0,v29850368,6.2,1716,,,,0
1980-10,Quebec,2016A000224,Returning emigrants,Persons,249,units,0,v29850369,6.3,1119,,,,0
1980-10,Quebec,2016A000224,Net non-permanent residents,Persons,249,units,0,v29850371,6.5,-713,,,,0
1980-10,Ontario,2016A000235,Immigrants,Persons,249,units,0,v29850372,7.1,13608,,,,0
1980-10,Ontario,2016A000235,Net emigration,Persons,249,units,0,v1566834794,7.6,1843,,,,0
1980-10,Ontario,2016A000235,Emigrants,Persons,249,units,0,v29850373,7.2,4920,,,,0
1980-10,Ontario,2016A000235,Returning emigrants,Persons,249,units,0,v29850374,7.3,3077,,,,0
1980-10,Ontario,2016A000235,Net non-permanent residents,Persons,249,units,0,v29850376,7.5,-4299,,,,0
1980-10,Manitoba,2016A000246,Immigrants,Persons,249,units,0,v29850377,8.1,1580,,,,0
1980-10,Manitoba,2016A000246,Net emigration,Persons,249,units,0,v1566834795,8.6,136,,,,0
1980-10,Manitoba,2016A000246,Emigrants,Persons,249,units,0,v29850378,8.2,362,,,,0
1980-10,Manitoba,2016A000246,Returning emigrants,Persons,249,units,0,v29850379,8.3,226,,,,0
1980-10,Manitoba,2016A000246,Net non-permanent residents,Persons,249,units,0,v29850381,8.5,-271,,,,0
1980-10,Saskatchewan,2016A000247,Immigrants,Persons,249,units,0,v29850382,9.1,751,,,,0
1980-10,Saskatchewan,2016A000247,Net emigration,Persons,249,units,0,v1566834796,9.6,65,,,,0
1980-10,Saskatchewan,2016A000247,Emigrants,Persons,249,units,0,v29850383,9.2,186,,,,0
1980-10,Saskatchewan,2016A000247,Returning emigrants,Persons,249,units,0,v29850384,9.3,121,,,,0
1980-10,Saskatchewan,2016A000247,Net non-permanent residents,Persons,249,units,0,v29850386,9.5,-337,,,,0
1980-10,Alberta,2016A000248,Immigrants,Persons,249,units,0,v29850387,10.1,4300,,,,0
1980-10,Alberta,2016A000248,Net emigration,Persons,249,units,0,v1566834797,10.6,617,,,,0
1980-10,Alberta,2016A000248,Emigrants,Persons,249,units,0,v29850388,10.2,1510,,,,0
1980-10,Alberta,2016A000248,Returning emigrants,Persons,249,units,0,v29850389,10.3,893,,,,0
1980-10,Alberta,2016A000248,Net non-permanent residents,Persons,249,units,0,v29850391,10.5,-894,,,,0
1980-10,British Columbia,2016A000259,Immigrants,Persons,249,units,0,v29850392,11.1,5643,,,,0
1980-10,British Columbia,2016A000259,Net emigration,Persons,249,units,0,v1566834798,11.6,556,,,,0
1980-10,British Columbia,2016A000259,Emigrants,Persons,249,units,0,v29850393,11.2,1458,,,,0
1980-10,British Columbia,2016A000259,Returning emigrants,Persons,249,units,0,v29850394,11.3,902,,,,0
1980-10,British Columbia,2016A000259,Net non-permanent residents,Persons,249,units,0,v29850396,11.5,-88,,,,0
1980-10,Yukon,2016A000260,Immigrants,Persons,249,units,0,v29850397,12.1,18,,,,0
1980-10,Yukon,2016A000260,Net emigration,Persons,249,units,0,v1566834799,12.6,6,,,,0
1980-10,Yukon,2016A000260,Emigrants,Persons,249,units,0,v29850398,12.2,15,,,,0
1980-10,Yukon,2016A000260,Returning emigrants,Persons,249,units,0,v29850399,12.3,9,,,,0
1980-10,Yukon,2016A000260,Net non-permanent residents,Persons,249,units,0,v29850401,12.5,-60,,,,0
1980-10,Northwest Territories including Nunavut,,Immigrants,Persons,249,units,0,v29850402,13.1,16,,,,0
1980-10,Northwest Territories including Nunavut,,Net emigration,Persons,249,units,0,v1566834800,13.6,2,,,,0
1980-10,Northwest Territories including Nunavut,,Emigrants,Persons,249,units,0,v29850403,13.2,5,,,,0
1980-10,Northwest Territories including Nunavut,,Returning emigrants,Persons,249,units,0,v29850404,13.3,3,,,,0
1980-10,Northwest Territories including Nunavut,,Net non-permanent residents,Persons,249,units,0,v29850406,13.5,-8,,,,0
1981-01,Canada,2016A000011124,Immigrants,Persons,249,units,0,v29850342,1.1,26789,,,,0
1981-01,Canada,2016A000011124,Net emigration,Persons,249,units,0,v1566834788,1.6,3249,,,,0
1981-01,Canada,2016A000011124,Emigrants,Persons,249,units,0,v29850343,1.2,8662,,,,0
1981-01,Canada,2016A000011124,Returning emigrants,Persons,249,units,0,v29850344,1.3,5413,,,,0
1981-01,Canada,2016A000011124,Net non-permanent residents,Persons,249,units,0,v29850346,1.5,2377,,,,0
1981-01,Newfoundland and Labrador,2016A000210,Immigrants,Persons,249,units,0,v29850347,2.1,124,,,,0
1981-01,Newfoundland and Labrador,2016A000210,Net emigration,Persons,249,units,0,v1566834789,2.6,20,,,,0
1981-01,Newfoundland and Labrador,2016A000210,Emigrants,Persons,249,units,0,v29850348,2.2,55,,,,0
